Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2.166,0.084,241.39,9.4,0,0,18
2.166,0.118,242.59,8.8,1,0,19
0.346,0.102,241.31,1.4,0,0,0
0.4,0.302,241.87,2.2,0,0,1
0.382,0.088,241.68,1.6,0,1,0
0.276,0,244.15,1.2,0,1,0
3.602,0.07,238.12,15,37,0,18
1.404,0.118,243.15,5.8,0,1,18
0.946,0.066,238.88,5.8,0,15,0
0.25,0,240.3,1,0,0,0
0.228,0,243.56,1,0,0,0
1.664,0.086,239.23,7,0,2,18
5.426,0.046,231.77,23.4,36,2,17
0.156,0,243.22,0.6,0,0,0
0.106,0,236.44,0.4,0,0,0
1.28,0,241.11,5.2,0,0,0
0.234,0,242.37,1,0,0,0
0.324,0.108,247.88,1.4,0,0,0
2.252,0.288,237.45,9.6,0,0,18
0.216,0.094,242.73,1,0,2,0
1.934,0.296,241.84,8,0,0,18
0.604,0.138,236.25,2.6,0,1,0
2.79,0.092,244.85,11.4,0,0,18
1.696,0.184,242.02,7,0,1,0
4.23,0.108,236.47,17.8,37,0,0
1.45,0.186,239.16,6,0,0,17
1.398,0,233.43,6,0,0,17
0.25,0.112,237.71,1.2,0,0,0
1.628,0.146,240.26,6.8,0,1,19
1.322,0,242.47,5.4,0,0,18
1.382,0.098,241.49,5.6,0,0,18
0.32,0.222,242.03,1.6,0,0,0
2.028,0.266,240.49,8.4,0,2,31
0.326,0,248.01,1.4,0,0,0
1.756,0.05,237.75,7.4,0,0,17
0.218,0,244.01,0.8,0,0,0
0.304,0.066,243.33,1.2,0,2,0
0.224,0,244.73,0.8,0,0,1
1.35,0,239.89,5.6,0,0,19
1.338,0,238.77,5.6,1,0,17
1.978,0.15,243.63,8,0,0,31
0.654,0,240.52,2.6,0,0,0
0.412,0.252,241.19,2,1,0,0
0.258,0,244.79,1,0,0,1
0.222,0,245.34,1,0,0,0
1.682,0.098,243.66,6.8,2,0,18
0.294,0.12,245.57,1.2,0,1,0
0.622,0,243.98,2.4,1,0,0
0.224,0.114,238.58,1,0,0,0
1.198,0,240.02,5,0,0,18
1.336,0,240.68,5.4,0,0,19
1.156,0.354,241.11,5,2,1,1
2,0.224,237.33,8.4,0,0,28
0.462,0.208,237.08,2.2,0,2,1
0.266,0.096,240.81,1.2,0,1,0
0.346,0.058,243.95,1.4,0,0,1
0.244,0.062,236.94,1,0,1,0
0.878,0.362,239.33,3.8,0,0,0
0.22,0,240.65,1,0,0,0
1.592,0,244.77,6.4,0,0,19
0.804,0.094,241.4,4.2,1,2,1
1.634,0.338,239.46,6.8,2,1,18
0.182,0.076,239.96,0.8,0,0,0
0.41,0.216,246.61,1.8,0,1,0
1.34,0,241.83,5.4,0,0,19
0.354,0.126,245.94,1.4,0,0,1
0.468,0.18,243.22,2,0,0,0
2.934,0.196,245.87,11.8,0,1,19
0.288,0.096,241.43,1.2,0,1,0
0.244,0.052,241.04,1,0,0,0
2.1,0.304,235.71,9,0,0,17
2.828,0.116,235.41,12,0,0,17
1.764,0.324,243.94,7.4,1,0,12
0.94,0.054,240.2,3.8,0,0,1
0.224,0,244.12,0.8,0,0,0
0.554,0,244.37,2.2,0,0,0
1.348,0.082,237.09,5.6,0,0,17
0.528,0.228,242.96,2.4,0,2,1
4.658,0,235.95,19.6,37,0,17
0.244,0.136,241.64,1.2,0,0,0
0.37,0.088,241.81,1.6,0,2,0
0.476,0.196,240.07,2.2,0,0,0
1.82,0.114,240.72,7.6,0,0,29
0.472,0.176,239.64,2.2,0,0,0
1.444,0.13,238.73,6,0,0,0
0.44,0,244.79,1.8,0,0,0
0.304,0.06,242.46,1.2,0,0,0
0.316,0.124,242.02,1.4,0,0,0
0.28,0,240.27,1.2,0,0,0
2.392,0.082,239.64,10,0,0,18
0.392,0.19,240.28,1.8,0,1,0
1.482,0.058,242.01,6,0,3,18
1.162,0.116,243.35,4.8,0,0,1
0.208,0.054,245.35,0.8,0,0,0
0.314,0.136,242.25,1.4,0,0,0
2.84,0,239.99,11.8,0,0,17
0.63,0,243.37,2.6,0,0,0
1.75,0.11,240.2,7.2,0,0,18
0.402,0,244.82,1.6,0,0,1
0.34,0,247.02,1.4,0,0,0
0.398,0.22,246.52,1.8,0,0,0
0.556,0,243.97,2.2,0,0,0
0.398,0.202,241.09,2,0,1,0
0.49,0.152,244.31,2,0,0,0
0.35,0.076,238.11,1.4,0,0,1
4.23,0.568,236.01,18.2,0,0,18
0.278,0,248.65,1.2,0,0,0
0.432,0.1,239.54,2,0,0,0
0.21,0.05,238.33,0.8,0,0,0
0.456,0.192,241.95,2,0,0,0
1.804,0.284,236.04,7.8,1,0,1
0.372,0.07,238.46,1.6,0,0,1
0.45,0.186,240.91,2,0,0,1
4.508,0.222,232.18,19.6,1,33,17
0.188,0,235.71,0.8,0,1,0
1.32,0,240.73,5.4,0,0,18
0.358,0.16,235.92,1.6,0,1,0
0.296,0.068,239.66,1.2,0,0,0
0.32,0.114,243.98,1.4,0,0,0
0.21,0.142,243.92,1,0,0,0
0.16,0,243.13,0.6,0,0,0
0.136,0,240.21,0.6,0,0,1
0.32,0.116,242.04,1.4,0,1,1
0.244,0.06,243.53,1,0,1,0
0.242,0,243.42,1,0,0,1
1.55,0.372,243.08,6.4,0,1,18
1.37,0,244.81,5.6,0,0,19
1.536,0.208,243.4,6.4,0,0,18
0.31,0.046,240.91,1.2,0,1,1
1.556,0,241.42,6.4,0,0,19
1.418,0.24,241.92,5.8,0,1,18
0.248,0,241.89,1,0,0,0
1.546,0.276,233.39,6.6,0,2,17
2.576,0.064,241.77,10.6,0,0,19
1.854,0.178,235.52,7.8,0,0,18
0.3,0.114,241.85,1.4,0,0,1
1.424,0.308,241.77,6,0,0,1
0.314,0.156,241.99,1.4,0,0,1
1.538,0.136,245.69,6.2,0,0,0
0.474,0.066,243.98,2.2,0,0,0
1.54,0.088,242.92,6.2,0,0,0
1.874,0,235.99,8,0,0,17
0.124,0,235.03,0.6,0,0,0
0.318,0.226,242.49,1.6,0,0,1
0.1,0,239.55,0.4,0,0,0
3.584,0.338,234.58,15.2,37,0,0
0.18,0,242.28,0.8,0,0,0
1.34,0.096,236.18,5.6,0,1,17
3.742,0.064,239.17,15.6,39,0,17
0.142,0,243.46,0.6,0,0,1
0.468,0.336,242.68,2.2,0,1,1
1.358,0.206,239.09,5.6,0,1,18
0.552,0,244.86,2.2,0,0,1
2.422,0.094,242.27,10,1,0,19
1.276,0.052,240.51,5.2,0,0,17
0.372,0.2,243.98,1.6,0,1,0
0.234,0,241.95,1,0,0,1
1.416,0.058,241.62,5.8,0,0,18
1.806,0.23,239.5,7.6,0,0,19
2.02,0.074,239.23,8.4,0,2,0
0.24,0.096,240.91,1,0,0,0
0.376,0.22,243.24,1.8,0,0,1
2.892,0,240.88,12.2,0,0,17
1.774,0.19,241.13,7.4,0,0,18
1.472,0.23,238.05,6.2,0,2,0
0.248,0,243.69,1,0,0,1
2.004,0.334,238.93,8.4,0,1,18
0.73,0.118,244.72,3,0,0,0
0.284,0.088,238.3,1.2,0,1,0
1.342,0.184,241.52,5.6,0,1,19
0.344,0.202,242.62,1.6,0,0,1
0.294,0.222,240.6,1.4,0,2,0
1.396,0.188,242.43,5.8,0,1,19
0.466,0.206,239.69,2,0,1,1
0.082,0,242.14,0.2,0,0,0
0.256,0,243.76,1,0,0,1
1.468,0.124,240.33,6,0,0,18
2.898,0.108,235.95,12.2,0,0,27
1.32,0,238.86,5.4,0,0,18
0.552,0.114,241.85,2.6,0,0,1
1.094,0,242.57,4.4,0,0,1
2.176,0.4,239.48,9.4,2,2,27
1.326,0,245.06,5.4,0,0,18
0.308,0.084,237.59,1.2,0,0,0
0.358,0.1,242.68,1.4,0,1,1
0.256,0.056,237.59,1.2,0,0,0
0.95,0,244.2,3.8,0,0,0
1.404,0.096,240.75,5.8,0,1,18
1.944,0.532,239.1,8.4,1,2,17
4.022,0.16,237.23,16.8,0,54,0
0.248,0,245.15,1,0,0,0
0.3,0,243.57,1.2,0,0,1
2.606,0.164,233.68,11,37,0,0
0.254,0.1,242.97,1.2,0,0,1
1.454,0.176,240.41,6,0,0,19
1.374,0,240.32,5.6,0,0,18
1.376,0.086,240.92,5.6,0,2,18
0.206,0.11,243.17,1,0,0,0
0.14,0,243.08,0.6,0,0,0
0.888,0.11,243.42,3.6,0,1,1
0.304,0.09,246.3,1.2,0,2,0
0.848,0.144,240.74,3.6,0,0,13
0.274,0.096,240.55,1.2,0,0,1
1.338,0.12,244.12,5.4,0,0,19
2.226,0.336,237.55,9.4,0,0,0
0.246,0,242.38,1,0,0,0
0.302,0.078,244.23,1.2,0,0,0
2.314,0,242.37,9.4,0,0,0
1.432,0.106,243.62,5.8,0,0,18
0.392,0,238.97,2,0,0,0
0.23,0.086,240.92,1,0,1,1
0.822,0.288,235.86,3.8,0,0,0
1.848,0.138,239.72,7.6,2,0,18
0.476,0.166,241.89,2.2,0,1,0
2.434,0.06,240.26,10.2,0,0,18
0.422,0,241.62,1.8,0,2,1
0.87,0.142,235.16,3.6,0,0,0
0.242,0,240.22,1,0,0,0
0.216,0.112,243.37,1,0,1,0
0.398,0.148,241.66,1.8,0,1,0
2.124,0.124,244.32,8.8,0,0,18
0.718,0.05,239.81,3,0,1,0
0.228,0.046,245.59,1,0,0,0
0.28,0.048,243.5,1.4,0,0,1
2.312,0.326,235.79,9.8,0,2,18
1.922,0.13,241.03,8,0,0,19
0.526,0.27,242.36,2.4,0,1,0
0.772,0.114,240.44,3.2,0,0,0
3.256,0.348,237.99,13.8,0,33,1
1.26,0.46,242.29,5.6,0,1,11
2.5,0.1,232.95,10.6,0,0,17
1.336,0,246.35,5.4,0,0,19
0.51,0.222,240.57,2.4,0,2,0
0.948,0.158,242.57,4,0,1,0
0.344,0.212,243.95,1.6,0,0,0
1.284,0.08,233.17,5.4,0,0,17
1.156,0,245.56,4.8,0,0,1
1.284,0,233.06,5.6,0,0,16
0.324,0.064,243.36,1.6,0,0,0
1.314,0,239.48,5.4,0,0,19
0.222,0.122,242.03,1,0,0,0
0.412,0.212,241.69,1.8,0,0,0
0.36,0.134,241.2,1.6,0,2,0
1.454,0.166,240.65,6,0,0,1
1.544,0.182,245.04,6.2,0,0,19
3.58,0.054,230.67,15.4,0,35,1
1.286,0.108,238.33,5.4,0,0,18
3.934,0.346,240.83,16.4,40,0,18
0.62,0.058,240.57,2.6,0,0,1
0.362,0.25,241.06,1.8,0,1,0
0.41,0.092,247.64,1.8,0,1,0
1.76,0.318,241.61,7.4,0,1,18
2.75,0.126,241.57,11.4,0,1,18
0.332,0.104,245.06,1.4,0,0,1
2.426,0,238.7,10,2,0,18
3.456,0.192,237.66,14.6,0,0,18
1.332,0,242.63,5.4,0,0,18
0.33,0.058,246.44,1.4,0,0,0
0.232,0.11,238.4,1.2,0,0,0
2.91,0.052,232.2,12.4,0,0,17
0.326,0.08,242.78,1.4,0,0,0
0.61,0.322,242.48,2.8,0,1,1
0.746,0.314,240.77,3.2,0,1,1
0.318,0.098,240.82,1.4,0,2,0
2.418,0.198,241.36,10,1,0,18
1.522,0.124,241.88,6.2,0,0,19
1.782,0.078,239.78,7.4,0,0,18
0.396,0,241.04,1.8,0,0,0
0.184,0,238.04,1,0,0,1
0.396,0.186,239.85,1.8,0,0,0
0.262,0,242.48,1.2,0,0,0
0.24,0.098,241.55,1,0,0,1
4.52,0.138,234.59,19.2,0,7,17
0.314,0.248,240.86,1.6,0,2,1
0.244,0,245.51,1,0,0,0
0.96,0.208,243.76,4.2,0,0,0
0.318,0.076,244.35,1.2,0,0,1
4.418,0.212,234.71,18.8,37,1,0
0.33,0.268,242.82,1.6,0,2,1
0.306,0.114,242.84,1.2,0,0,0
1.51,0.198,245.35,6.2,0,0,18
1.392,0.064,244.45,6,0,0,12
0.16,0,243.84,0.6,0,0,1
0.356,0.122,243.23,1.6,0,0,1
0.372,0.344,239.89,2,0,1,1
0.394,0.126,241.54,1.8,0,1,1
0.504,0,241.01,2,0,0,0
1.446,0.14,235.54,6.2,0,1,17
0.08,0,240.25,0.2,0,0,0
1.792,0,239.51,7.4,1,2,18
0.256,0,243.25,1,0,0,1
0.474,0.234,245.8,2.2,0,1,0
0.858,0.088,243.53,3.6,0,0,1
2.616,0.056,242.95,10.6,39,0,0
2.244,0.39,240.62,9.4,1,0,18
0.328,0.112,241.12,1.6,0,0,1
0.228,0,241.96,0.8,0,0,0
1.576,0.064,234.29,6.6,0,0,0
1.51,0.104,241.72,6.2,2,0,17
1.876,0.072,239.07,7.8,0,1,18
0.288,0.066,242.53,1.2,0,0,0
0.232,0.11,241.3,1,0,0,1
2.976,0,238.22,12.4,0,0,17
1.332,0.234,244.32,5.4,2,2,1
0.22,0,239.84,1,0,0,0
2.332,0,243.14,9.6,0,0,0
0.23,0,243.31,1,0,0,0
0.222,0,243.11,1,0,0,0
0.188,0.152,241.21,1,0,1,1
0.168,0.104,241.25,0.8,0,0,0
1.446,0.194,239.35,6,0,0,18
0.508,0.222,244.26,2.4,0,0,0
0.184,0.098,241.68,0.8,0,1,0
0.358,0.126,244.84,1.4,0,0,1
1.288,0.092,243.06,5.2,0,0,19
0.266,0.096,240.64,1.2,0,0,1
2.734,0.158,241.75,11.4,0,37,0
2.406,0.06,236.31,10.2,0,1,17
2.984,0.138,234.54,12.8,0,0,17
0.948,0.322,244.26,4,0,0,11
1.46,0.252,241.47,6,1,0,18
0.386,0.1,245.45,1.6,0,0,0
0.776,0.086,241.88,3.2,0,0,0
0.526,0.086,246.91,2.2,0,0,1
1.484,0.068,243.17,6,0,0,19
0.158,0,240.15,0.6,0,0,1
1.492,0.1,243.44,6,2,0,18
1.758,0,240.83,7.4,0,0,0
0.894,0.27,240.25,3.8,0,1,11
2.042,0.288,240.08,8.6,0,1,25
0.492,0.238,240.87,2.2,0,1,1
0.338,0,239.67,1.4,0,0,0
0.25,0.112,241.81,1.2,0,1,0
1.506,0.108,239.29,6.2,0,2,18
0.246,0.132,241.13,1.2,0,0,1
1.27,0.108,237.83,5.2,0,2,18
1.268,0.196,232.45,5.4,0,0,17
0.322,0.082,242.8,1.4,0,2,1
2.424,0.114,240.56,10,0,1,19
0.584,0.136,246.28,2.6,0,0,0
0.326,0,248.18,1.2,0,0,0
1.488,0.104,243.26,6,1,1,18
0.206,0,243.1,0.8,0,0,0
0.324,0.116,246.27,1.4,0,0,0
0.22,0.094,239.36,1,0,0,1
0.364,0.194,239.65,1.8,0,0,0
0.558,0,241.72,2.2,0,0,0
1.35,0.084,242.53,5.6,0,0,0
0.218,0,241.42,1,0,0,0
0.652,0.13,238.82,2.8,0,0,1
1.396,0.116,231.98,6,0,0,17
0.66,0.354,242.62,4.2,0,2,0
1.296,0.05,242.66,5.2,0,0,18
0.39,0.228,239.07,1.8,0,0,0
0.648,0.132,242.25,2.6,0,1,1
1.944,0.084,236.56,8.2,0,2,17
0.3,0.09,241.53,1.2,0,2,1
1.382,0.048,244.17,5.6,0,1,18
1.412,0.068,239.84,6,0,0,0
0.234,0.128,240.39,1,0,1,0
4.234,0,240.6,17.6,0,0,0
2.282,0.5,243.63,9.6,0,1,0
1.476,0.278,231.72,6.4,0,1,17
4.186,0.504,238.08,17.6,39,0,18
0.102,0,237.56,0.4,0,0,0
0.302,0.068,242.64,1.2,0,0,0
0.172,0.14,240.5,0.8,0,1,1
1.454,0.068,240.15,6,0,0,19
1.806,0,239.16,7.4,0,0,0
0.152,0,236.03,0.6,0,0,0
0.344,0,241.15,1.6,0,1,1
0.246,0.058,239.52,1.2,0,0,1
1.486,0.182,233.97,6.4,0,2,16
1.308,0,241.26,5.4,0,0,18
1.788,0.138,240.27,7.4,0,0,18
0.39,0.176,242.14,1.8,0,0,0
1.694,0.362,238.89,7.2,0,0,18
0.402,0.252,243.02,2,0,1,0
0.332,0.082,243.49,1.4,0,1,1
2.212,0,231.34,9.4,0,1,17
0.136,0,242.96,0.6,0,0,1
0.158,0,243.63,0.6,0,0,0
0.104,0,242.06,0.4,0,0,0
1.654,0,241.56,6.8,0,1,0
0.438,0.21,240.82,2,0,0,0
1.89,0.052,240.96,7.8,0,2,0
3.194,0.07,239.57,13.2,0,0,17
0.21,0.122,239.51,1,0,1,1
1.596,0.106,238.86,6.6,1,0,18
0.994,0.15,242.69,4.2,0,0,1
0.236,0,246.96,1,0,0,0
1.312,0,242.6,5.4,0,0,0
0.262,0.256,240.96,1.4,0,0,1
0.218,0,240.91,0.8,0,0,0
0.856,0.286,240.46,3.8,0,0,11
1.486,0.098,241.04,6.2,0,0,17
0.328,0.13,242.59,1.4,0,0,0
0.14,0,241.24,0.6,0,0,1
0.504,0.33,246.85,2.4,0,2,0
0.694,0.046,244.63,4,0,3,0
0.44,0.114,242.21,1.8,0,0,1
1.396,0.048,240.48,5.8,0,0,18
1.774,0,239.08,7.4,0,0,18
0.54,0,246.89,2.2,0,0,0
1.85,0,241.96,7.6,0,0,19
0.312,0.12,240.58,1.4,0,0,0
0.394,0.218,245.75,1.8,0,0,0
1.116,0.24,242.38,4.8,0,0,0
0.34,0.138,244.85,1.4,0,0,1
0.238,0,240.91,1,0,0,0
0.678,0,246.29,2.8,0,0,1
0.494,0.096,242.27,2.2,0,0,0
2.618,0.124,237.66,11,0,0,0
1.484,0.052,239.69,6.2,0,0,18
1.452,0.106,242.74,6,0,0,19
0.222,0,243.62,1,0,0,0
0.308,0.06,244.42,1.2,0,0,0
1.31,0,244.98,5.2,0,0,18
0.222,0,242.74,1,0,0,0
4.38,0.29,236.09,18.6,38,0,17
2.836,0,240.51,12.8,0,0,0
2.952,0.434,241.62,12.4,0,38,0
0.622,0.342,240.42,3.2,0,1,7
0.306,0.098,242.26,1.2,0,0,0
1.476,0.232,241.28,6.2,0,2,18
0.564,0.244,242.1,2.6,0,1,0
3.282,0.416,233.93,14,0,1,0
0.676,0.232,245.41,2.8,0,1,1
1.658,0.05,241.55,6.8,0,0,18
1.288,0.056,235.64,5.4,0,0,17
1.406,0.244,237.11,6,0,0,0
0.334,0.25,241.53,1.6,0,0,1
0.212,0.108,240.52,1,0,2,0
1.35,0.086,240.6,5.6,0,0,18
0.366,0,240.34,1.4,0,0,0
1.56,0.078,240.4,6.8,0,1,19
3.264,0.134,238.77,14.4,28,0,19
0.256,0,241.06,1.2,0,0,0
0.376,0.216,238.83,1.8,0,0,1
0.304,0.078,244.31,1.2,0,1,0
0.342,0.088,246.28,1.6,0,1,0
1.274,0.08,239.38,6,0,0,1
1.456,0.088,243.94,6,0,1,18
1.394,0.158,236.28,5.8,0,1,18
0.732,0,241.42,3,0,0,0
0.212,0.126,241.83,1,0,1,1
3.702,0,235.31,15.6,0,0,17
1.36,0.064,241,5.6,0,0,19
0.78,0.194,240.74,3.6,0,0,0
1.642,0.152,238.23,7,0,1,18
0.424,0.204,241.36,1.8,0,1,1
1.536,0.16,233.74,6.6,0,0,17
0.58,0.238,242.65,2.6,0,1,1
3.746,0,232.44,16,0,0,16
0.422,0.236,244.66,2,0,1,0
0.222,0,243.3,0.8,0,0,1
1.268,0.108,238.96,5.2,0,0,18
1.458,0.296,238.48,6.2,0,1,18
0.134,0,235.07,0.6,0,0,0
1.578,0.344,243.67,6.6,0,1,19
0.272,0.218,240.5,1.4,0,1,0
0.296,0,241.45,1.2,2,0,0
0.404,0.2,242.04,1.8,0,1,1
5.012,0.068,234.92,21.2,37,2,18
2.25,0.054,239.69,9.4,0,0,18
0.474,0.066,239.7,2,0,2,0
0.26,0,241.46,1,0,0,0
0.266,0.13,242.04,1.2,0,0,1
5.282,0.18,236.51,22.2,38,0,18
2.538,0.294,241.14,10.6,0,19,19
1.264,0.136,236.03,5.4,0,0,0
0.214,0,237.95,1,0,0,0
0.218,0.072,242.69,1,0,1,1
0.232,0.07,238.16,1,0,0,0
0.908,0.186,239.69,4,0,3,0
1.122,0,234.94,4.8,0,0,17
5.886,0.086,238,24.6,0,74,17
0.174,0.098,236.63,0.8,0,0,0
1.522,0,240.75,6.2,0,1,18
0.234,0.124,241.11,1,0,1,1
0.78,0,241.22,4,0,0,1
2.246,0.106,240.48,9.2,0,0,12
1.562,0.118,246.82,6.2,2,0,19
1.694,0,242.36,7,0,0,19
1.338,0,240.96,5.4,0,0,19
0.878,0.288,242.58,3.8,0,0,12
0.39,0.192,241.65,1.8,0,0,0
2.064,0.224,240.55,8.6,1,2,18
0.304,0.084,240.82,1.2,0,0,0
3.4,0.17,230.26,14.6,35,0,16
0.912,0.234,242.81,3.8,0,0,1
0.37,0.124,243.8,1.6,0,0,1
1.916,0.064,239.7,8,0,0,18
0.796,0.05,241.52,3.2,0,1,0
0.834,0.21,239.78,3.8,0,0,9
0.324,0.11,244.32,1.4,0,0,0
1.182,0.066,232.23,5,0,0,16
1.642,0.05,238.89,6.8,0,0,18
1.326,0.072,244.72,5.4,0,0,19
1.288,0.046,241.24,5.2,0,0,18
0.704,0,237.25,3,0,0,0
0.886,0.124,241.03,3.8,0,0,0
0.202,0.052,234.17,0.8,0,0,0
1.394,0.214,235.18,6,0,0,18
0.402,0.262,244.02,2,0,1,0
1.518,0.064,240,6.2,0,0,17
2.1,0.054,242.8,8.6,0,0,0
0.318,0.096,242.17,1.4,0,1,0
0.42,0.238,239.77,2,0,1,1
0.214,0,241.12,0.8,0,0,0
0.382,0.146,243.14,1.6,0,0,1
1.432,0.066,240.7,6,0,0,19
1.424,0.19,238.28,6,0,0,18
1.578,0.292,239.9,6.6,0,2,0
0.76,0.226,243.86,3.2,0,0,1
0.32,0.23,241.77,1.6,0,0,1
0.218,0,244.02,0.8,0,0,0
0.392,0.204,239.4,2,0,1,2
0.356,0.206,243.36,1.8,0,0,0
0.91,0.174,231.04,4.2,0,0,0
0.242,0.102,237.91,1,0,0,1
1.862,0.314,242.66,7.8,0,1,19
0.366,0.178,238.79,1.6,0,0,1
0.242,0.08,239.97,1,0,1,1
2.908,0.116,237.17,12.2,0,39,1
1.614,0.234,242.92,6.6,0,1,1
1.352,0.116,240.06,5.6,0,0,19
5.78,0.484,235.98,24.6,38,31,17
1.37,0.066,244.08,5.6,0,0,18
1.266,0.09,236.25,5.2,0,0,17
0.376,0.084,242.96,1.6,0,0,0
0.316,0.208,243.42,1.6,0,0,1
4.998,0.226,236.85,21.2,0,0,1
1.514,0.144,238.36,6.4,0,0,17
0.388,0.218,240.21,1.8,0,0,0
0.258,0,248.74,1,0,0,0
0.222,0.118,235.81,1,0,0,0
0.684,0.076,244.6,2.8,0,0,1
1.426,0.14,244.31,5.8,0,1,1
0.29,0,242.95,1.2,0,0,0
2.262,0.084,239.42,9.4,0,0,17
3.462,0.25,238.9,14.4,38,0,13
0.272,0.27,239.84,1.6,0,2,1
0.198,0.08,237.65,0.8,0,0,0
1.528,0.204,244.08,6.2,0,1,19
1.35,0.196,238.05,5.6,0,0,17
1.522,0.054,239.16,6.4,0,0,18
1.006,0.434,242.94,4.4,0,1,12
2.936,0,240.71,12.2,1,0,17
1.082,0.42,241.35,4.8,0,0,1
1.432,0.084,245.23,5.8,0,0,18
4.032,0.218,233.7,17.2,37,0,17
3.034,0.186,237.89,12.8,38,0,11
0.35,0.08,242.41,1.4,0,0,0
0.482,0.344,240.53,2.4,0,1,0
0.228,0.144,243.29,1,0,0,1
0.158,0,242.08,0.6,0,0,1
0.232,0,242.91,1,0,0,0
1.192,0,236.45,5,0,0,18
2.478,0.258,240.38,10.4,0,0,18
0.232,0.088,240.44,1,0,0,1
0.268,0,249.56,1.4,0,0,0
0.226,0.126,238.42,1,0,0,0
0.22,0,241.89,1,0,0,0
0.38,0.162,248.15,1.6,0,0,1
3.972,0.068,239.16,16.6,38,0,18
0.134,0,239.42,0.6,0,0,1
0.318,0.046,241.84,1.2,0,0,1
5.542,0.33,235.6,23.6,36,0,1
0.32,0.126,243.02,1.4,0,0,0
0.246,0.078,244.4,1,0,0,0
0.202,0.12,236.62,1,0,0,0
0.374,0.322,234.7,2,0,1,0
1.654,0.304,241.22,7,0,1,18
0.366,0.198,241.43,1.6,0,1,0
0.196,0,241.55,0.8,0,0,0
2.578,0.096,237.64,11,0,0,17
0.244,0.072,249.32,1,0,0,0
2.258,0.294,240.08,9.4,0,1,29
0.43,0.152,241.5,2.2,0,0,4
0.386,0.08,243.61,1.6,0,1,0
0.268,0,243.09,1.2,0,0,0
0.946,0.36,240.09,4.4,0,1,1
0.644,0.068,240.07,2.6,0,2,1
3.18,0.088,241.31,13.2,0,0,17
0.238,0,243.66,1,0,0,0
0.476,0.222,239.83,2.2,0,1,0
0.972,0.418,243.43,4.2,0,0,0
4.5,0.296,236.57,19,38,2,18
1.362,0.08,239.46,5.6,0,1,18
1.28,0.046,239.78,5.2,0,0,18
0.304,0.112,242.19,1.4,0,1,0
0.482,0.134,238.99,2.2,0,0,0
0.172,0.144,242.48,0.8,0,2,1
0.226,0.114,240.78,1,0,1,1
0.382,0.086,252.32,1.6,0,1,0
0.528,0.128,239.72,2.2,0,0,0
0.202,0,240.53,0.8,0,0,0
0.4,0.248,244.93,1.8,0,0,0
1.352,0.05,244.76,5.4,0,0,18
2.578,0.07,238.61,10.8,1,0,17
0.48,0.146,240.36,2.2,0,0,1
0.398,0.108,242.48,1.6,0,0,1
1.464,0.118,240.58,6.6,1,0,1
0.406,0.264,248.82,1.8,0,2,1
0.564,0.054,236.68,2.6,0,0,1
0.234,0,246.34,1,0,0,0
2.582,0.486,239.11,11,0,1,1
0.466,0.048,244.6,1.8,0,0,1
0.292,0,230.68,1.4,0,0,0
0.252,0.118,242.54,1,0,0,0
3.576,0,238.93,14.8,38,0,17
2.316,0,242.45,9.4,0,0,0
0.256,0.26,242.41,1.4,0,0,0
3.2,0.212,242.31,13.4,2,22,18
0.206,0.052,242.1,0.8,0,0,0
1.982,0.276,237.42,8.4,0,1,18
1.414,0.046,238.21,5.8,0,0,18
0.49,0.342,241.19,2.4,0,1,1
3.932,0.094,234.36,17,0,0,17
0.126,0,237.7,0.6,0,0,0
1.674,0.082,245.56,6.8,0,0,18
1.258,0,238.87,5.2,0,0,18
1.396,0.166,243.32,5.8,0,0,0
3.166,0.426,239.53,13.4,0,2,18
0.22,0,240.92,0.8,0,0,0
0.79,0,249.68,3.2,0,0,1
1.32,0.06,236.41,5.6,0,1,18
0.082,0,243.6,0.2,0,0,1
0.396,0.232,241.14,1.8,0,0,0
0.202,0.118,244.17,1,0,1,0
3.526,0.224,236.23,14.8,0,36,18
0.518,0,244.79,2,0,0,0
1.272,0,240.79,5.2,0,0,18
1.812,0.276,235.64,7.8,0,0,1
1.642,0.364,240.33,7,0,0,18
1.184,0,239.66,4.8,0,0,18
0.644,0.132,242.22,2.6,0,0,0
0.384,0.368,241.3,2.2,0,1,1
0.228,0,242.47,1,0,0,0
0.342,0.108,244.71,1.4,0,0,0
0.88,0.098,246.46,3.6,0,1,1
0.246,0.114,243.03,1,0,2,0
0.266,0.052,236.03,1.2,0,0,0
1.5,0.118,244.04,6.2,0,0,18
0.42,0.278,242.33,2,1,0,0
0.212,0.116,239.13,1,0,2,1
0.442,0.052,245.37,1.8,0,0,0
0.306,0.052,246.68,1.2,0,0,0
2.052,0.372,245.63,10.4,0,1,0
1.244,0,236.93,5.2,0,0,17
0.318,0.092,236.31,1.4,0,0,0
1.322,0.094,241.97,5.4,0,0,0
1.428,0.086,244.52,5.8,0,0,19
0.278,0.22,240.35,1.4,0,1,0
1.676,0.198,237.92,7,0,1,18
0.384,0.212,243.22,1.8,0,1,1
0.266,0,241.78,1,0,0,0
2.97,0.05,235.03,12.6,0,0,17
0.866,0.08,237,3.8,0,0,0
2.53,0.19,235.63,10.6,36,0,1
0.506,0.068,242.81,2,0,0,1
2.564,0,242.4,10.6,0,0,18
