date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,WeekStatus,Day_of_week,Load_Type
22/11/2018 15:45,80.57,44.42,0,87.57,100,Weekday,Thursday,Medium_Load
27/06/2018 03:00,2.74,3.96,0,56.9,100,Weekday,Wednesday,Light_Load
27/05/2018 09:15,3.13,0,16.67,100,18.45,Weekend,Sunday,Light_Load
31/01/2018 23:30,87.19,43.92,0,89.31,100,Weekday,Wednesday,Light_Load
18/09/2018 13:45,60.48,34.92,0,86.6,100,Weekday,Tuesday,Maximum_Load
14/01/2018 08:15,19.8,16.63,0,76.57,100,Weekend,Sunday,Light_Load
10/09/2018 02:15,3.02,5.62,0,47.34,100,Weekday,Monday,Light_Load
07/11/2018 05:00,3.56,6.23,0,49.61,100,Weekday,Wednesday,Light_Load
07/04/2018 01:45,3.82,5.11,0,59.87,100,Weekend,Saturday,Light_Load
29/11/2018 17:00,56.88,25.13,0,91.47,100,Weekday,Thursday,Medium_Load
06/12/2018 15:30,48.78,17.71,0,94,100,Weekday,Thursday,Medium_Load
25/03/2018 17:30,4.21,0,25.74,100,16.14,Weekend,Sunday,Medium_Load
12/10/2018 10:30,50.4,28.37,0,87.14,100,Weekday,Friday,Maximum_Load
10/08/2018 05:15,2.59,4.32,0,51.42,100,Weekday,Friday,Light_Load
27/12/2018 15:15,44.75,13.57,0,95.7,100,Weekday,Thursday,Medium_Load
30/12/2018 18:45,3.2,0,14.58,100,21.44,Weekend,Sunday,Light_Load
07/09/2018 05:30,2.99,5.36,0,48.72,100,Weekday,Friday,Light_Load
18/11/2018 12:15,3.82,0,11.84,100,30.7,Weekend,Sunday,Medium_Load
20/07/2018 18:45,43.42,20.81,0,90.18,100,Weekday,Friday,Medium_Load
24/06/2018 01:00,2.63,3.31,0,62.21,100,Weekend,Sunday,Light_Load
02/04/2018 20:00,102.67,33.16,0,95.16,100,Weekday,Monday,Medium_Load
11/05/2018 17:15,61.7,22.14,0,94.12,100,Weekday,Friday,Medium_Load
10/10/2018 04:45,3.46,6.91,0,44.77,100,Weekday,Wednesday,Light_Load
20/01/2018 03:45,66.85,36.58,0,87.73,100,Weekend,Saturday,Light_Load
20/11/2018 18:30,8.17,0,12.92,100,53.45,Weekday,Tuesday,Maximum_Load
26/02/2018 02:45,4.75,4.75,0,70.71,100,Weekday,Monday,Light_Load
27/05/2018 00:00,2.88,5.51,0,46.32,100,Weekend,Sunday,Light_Load
03/07/2018 11:45,57.64,45.07,0,78.78,100,Weekday,Tuesday,Maximum_Load
03/01/2018 21:45,5.11,0,26.78,100,18.74,Weekday,Wednesday,Medium_Load
08/01/2018 02:30,3.89,6.05,0,54.08,100,Weekday,Monday,Light_Load
27/05/2018 04:45,2.84,4.82,0,50.76,100,Weekend,Sunday,Light_Load
21/02/2018 15:00,101.95,46.62,0,90.94,100,Weekday,Wednesday,Medium_Load
01/10/2018 09:15,44.96,19.76,0,91.55,100,Weekday,Monday,Medium_Load
05/03/2018 21:30,7.06,0,25.52,100,26.66,Weekday,Monday,Medium_Load
21/02/2018 05:00,3.92,3.6,0,73.65,100,Weekday,Wednesday,Light_Load
01/03/2018 02:30,3.64,4.57,0,62.3,100,Weekday,Thursday,Light_Load
30/08/2018 02:45,2.66,4.93,0,47.48,100,Weekday,Thursday,Light_Load
17/02/2018 20:15,3.38,0,17.46,100,19.01,Weekend,Saturday,Light_Load
04/05/2018 00:15,3.64,3.56,0,71.49,100,Weekday,Friday,Light_Load
12/03/2018 09:30,56.77,15.19,0,96.6,100,Weekday,Monday,Medium_Load
21/10/2018 23:30,2.81,4.72,0,51.15,100,Weekend,Sunday,Light_Load
18/04/2018 03:30,3.64,3.53,0,71.79,100,Weekday,Wednesday,Light_Load
03/11/2018 04:00,3.28,4.93,0,55.39,100,Weekend,Saturday,Light_Load
11/07/2018 01:45,2.74,3.78,0,58.69,100,Weekday,Wednesday,Light_Load
26/12/2018 20:45,3.96,0,21.74,100,17.92,Weekday,Wednesday,Medium_Load
18/03/2018 08:00,2.99,3.31,0,67.03,100,Weekend,Sunday,Light_Load
19/03/2018 00:00,3.64,4.36,0,64.09,100,Weekday,Monday,Light_Load
10/10/2018 03:15,2.84,5,0,49.39,100,Weekday,Wednesday,Light_Load
30/10/2018 08:00,5.15,4.72,0,73.72,100,Weekday,Tuesday,Light_Load
21/09/2018 01:15,2.84,5.11,0,48.58,100,Weekday,Friday,Light_Load
01/05/2018 09:30,3.2,0,16.99,100,18.51,Weekday,Tuesday,Light_Load
17/02/2018 02:15,3.74,5.29,0,57.73,100,Weekend,Saturday,Light_Load
23/06/2018 16:00,28.73,1.3,1.76,99.9,99.81,Weekend,Saturday,Maximum_Load
27/08/2018 14:15,52.42,27.76,0,88.37,100,Weekday,Monday,Maximum_Load
06/09/2018 18:45,57.85,31.86,0,87.59,100,Weekday,Thursday,Medium_Load
16/06/2018 19:30,3.71,0,17.35,100,20.91,Weekend,Saturday,Medium_Load
07/08/2018 14:15,58.75,28.62,0,89.9,100,Weekday,Tuesday,Maximum_Load
26/08/2018 20:30,3.1,0,13.97,100,21.66,Weekend,Sunday,Medium_Load
03/02/2018 16:45,41.54,1.8,0.18,99.91,100,Weekend,Saturday,Medium_Load
25/02/2018 16:45,4.61,0,19.91,100,22.56,Weekend,Sunday,Light_Load
31/12/2018 10:00,3.24,0,14.54,100,21.75,Weekday,Monday,Light_Load
28/09/2018 12:00,46.12,33.91,0.04,80.57,100,Weekday,Friday,Maximum_Load
28/07/2018 17:15,11.23,0,17.5,100,54.01,Weekend,Saturday,Medium_Load
28/07/2018 05:15,3.35,6.41,0,46.32,100,Weekend,Saturday,Light_Load
10/02/2018 08:45,5.69,5.58,0.25,71.4,99.9,Weekend,Saturday,Light_Load
01/10/2018 08:15,24.88,24.95,0,70.61,100,Weekday,Monday,Light_Load
05/11/2018 22:30,24.44,25.42,0,69.31,100,Weekday,Monday,Maximum_Load
04/04/2018 07:30,3.38,3.85,0,65.97,100,Weekday,Wednesday,Light_Load
07/10/2018 22:00,2.81,0,11.02,100,24.71,Weekend,Sunday,Light_Load
27/01/2018 02:30,6.77,5.4,0,78.18,100,Weekend,Saturday,Light_Load
29/12/2018 17:00,4.1,0,20.84,100,19.3,Weekend,Saturday,Light_Load
26/12/2018 16:45,54.68,22.18,0,92.67,100,Weekday,Wednesday,Medium_Load
15/08/2018 18:30,2.81,0,4.1,100,56.53,Weekday,Wednesday,Medium_Load
01/02/2018 06:45,4.43,4.36,0,71.27,100,Weekday,Thursday,Light_Load
03/06/2018 16:45,2.95,0,17.03,100,17.07,Weekend,Sunday,Light_Load
10/03/2018 17:15,4.43,0,26.6,100,16.43,Weekend,Saturday,Medium_Load
13/05/2018 16:45,3.13,0,16.88,100,18.23,Weekend,Sunday,Light_Load
04/06/2018 23:00,3.53,5.29,0,55.51,100,Weekday,Monday,Medium_Load
25/01/2018 07:00,38.34,27.68,0,81.08,100,Weekday,Thursday,Light_Load
18/02/2018 07:15,3.13,3.49,0,66.77,100,Weekend,Sunday,Light_Load
21/07/2018 23:15,2.81,0,5.36,100,46.43,Weekend,Saturday,Light_Load
20/12/2018 08:45,66.96,47.16,0,81.76,100,Weekday,Thursday,Light_Load
14/10/2018 22:15,2.88,5.26,0.04,48.03,99.99,Weekend,Sunday,Light_Load
29/03/2018 01:45,3.67,4.39,0,64.14,100,Weekday,Thursday,Light_Load
24/08/2018 00:00,2.81,4.28,0,54.88,100,Weekday,Friday,Light_Load
12/07/2018 17:45,31.86,1.48,6.88,99.89,97.75,Weekday,Thursday,Medium_Load
20/10/2018 11:00,95.62,52.02,0,87.84,100,Weekend,Saturday,Maximum_Load
22/05/2018 12:00,65.56,24.88,0.18,93.49,100,Weekday,Tuesday,Maximum_Load
29/03/2018 10:45,54.76,23.62,0,91.82,100,Weekday,Thursday,Maximum_Load
11/01/2018 06:30,4.57,4.36,0,72.35,100,Weekday,Thursday,Light_Load
26/09/2018 11:15,2.59,0,12.13,100,20.88,Weekday,Wednesday,Light_Load
22/10/2018 23:45,3.6,6.66,0,47.55,100,Weekday,Monday,Light_Load
27/07/2018 00:15,2.77,5.04,0,48.17,100,Weekday,Friday,Light_Load
22/12/2018 16:15,3.49,0,14.15,100,23.95,Weekend,Saturday,Light_Load
04/01/2018 04:15,4.61,4.72,0,69.87,100,Weekday,Thursday,Light_Load
31/01/2018 01:30,60.77,34.06,0,87.23,100,Weekday,Wednesday,Light_Load
14/06/2018 18:30,56.12,49.5,0,75,100,Weekday,Thursday,Medium_Load
15/08/2018 05:45,2.66,4.5,0,50.89,100,Weekday,Wednesday,Light_Load
09/12/2018 02:00,3.78,3.49,0,73.47,100,Weekend,Sunday,Light_Load
27/06/2018 15:45,63.25,38.63,0,85.34,100,Weekday,Wednesday,Maximum_Load
26/10/2018 10:30,52.45,27.18,0,88.79,100,Weekday,Friday,Maximum_Load
27/12/2018 23:00,3.82,2.52,0.4,83.47,99.46,Weekday,Thursday,Maximum_Load
27/02/2018 01:30,5.8,4.75,0,77.37,100,Weekday,Tuesday,Light_Load
29/01/2018 05:00,4.28,4.21,0,71.29,100,Weekday,Monday,Light_Load
26/04/2018 08:45,93.71,81.18,0,75.58,100,Weekday,Thursday,Light_Load
13/05/2018 02:30,2.99,4.75,0,53.27,100,Weekend,Sunday,Light_Load
14/02/2018 07:15,5.08,5.65,0,66.86,100,Weekday,Wednesday,Light_Load
07/09/2018 01:45,3.1,5.29,0,50.56,100,Weekday,Friday,Light_Load
23/10/2018 08:45,86.98,66.53,0,79.43,100,Weekday,Tuesday,Light_Load
19/08/2018 15:15,2.77,0,13.75,100,19.75,Weekend,Sunday,Light_Load
27/04/2018 10:15,39.96,4.1,0.4,99.48,99.99,Weekday,Friday,Maximum_Load
13/01/2018 15:30,81.29,24.62,0,95.71,100,Weekend,Saturday,Medium_Load
28/02/2018 01:15,5.98,5.98,0,70.71,100,Weekday,Wednesday,Light_Load
16/08/2018 03:30,2.74,5.18,0,46.76,100,Weekday,Thursday,Light_Load
20/07/2018 02:15,2.81,0,4.57,100,52.38,Weekday,Friday,Light_Load
08/12/2018 03:00,4,3.89,0,71.69,100,Weekend,Saturday,Light_Load
06/07/2018 21:30,4.1,0,16.49,100,24.13,Weekday,Friday,Medium_Load
12/12/2018 16:30,75.1,38.66,0,88.91,100,Weekday,Wednesday,Medium_Load
13/03/2018 04:15,3.71,4.57,0,63.03,100,Weekday,Tuesday,Light_Load
03/09/2018 15:00,60.88,42.7,0,81.87,100,Weekday,Monday,Maximum_Load
09/12/2018 23:30,3.74,2.95,0.25,78.52,99.78,Weekend,Sunday,Light_Load
18/09/2018 06:00,2.84,5.36,0,46.82,100,Weekday,Tuesday,Light_Load
24/05/2018 22:15,3.89,1.48,13.25,93.46,28.17,Weekday,Thursday,Medium_Load
16/08/2018 11:15,58.03,39.28,0,82.81,100,Weekday,Thursday,Maximum_Load
21/05/2018 22:45,3.64,4.03,0,67.03,100,Weekday,Monday,Medium_Load
13/02/2018 18:30,64.22,20.05,0,95.46,100,Weekday,Tuesday,Maximum_Load
04/10/2018 17:30,50.08,30.6,0.04,85.33,100,Weekday,Thursday,Medium_Load
30/03/2018 22:30,3.31,4.64,0,58.07,100,Weekday,Friday,Medium_Load
25/04/2018 18:00,40.25,2.92,0.04,99.74,100,Weekday,Wednesday,Medium_Load
17/11/2018 00:30,4.03,6.55,0,52.4,100,Weekend,Saturday,Light_Load
06/07/2018 02:30,3.2,5.29,0,51.76,100,Weekday,Friday,Light_Load
26/01/2018 19:15,131.26,42.19,0,95.2,100,Weekday,Friday,Maximum_Load
03/12/2018 21:45,5.62,0,19.87,100,27.22,Weekday,Monday,Medium_Load
17/06/2018 00:00,2.74,3.82,0,58.28,100,Weekend,Sunday,Light_Load
12/01/2018 01:15,4.72,4.9,0,69.38,100,Weekday,Friday,Light_Load
07/07/2018 20:15,3.02,0,17.1,100,17.39,Weekend,Saturday,Medium_Load
16/08/2018 18:00,28.08,0.14,3.1,100,99.4,Weekday,Thursday,Medium_Load
02/11/2018 03:15,3.31,6.19,0,47.15,100,Weekday,Friday,Light_Load
08/07/2018 09:30,104.69,33.16,0,95.33,100,Weekend,Sunday,Medium_Load
28/04/2018 15:00,34.56,0.07,5.87,100,98.59,Weekend,Saturday,Maximum_Load
23/11/2018 16:45,104.29,62.78,0,85.67,100,Weekday,Friday,Medium_Load
03/04/2018 12:00,114.88,70.16,0,85.34,100,Weekday,Tuesday,Maximum_Load
13/03/2018 20:15,58.14,28.3,0,89.91,100,Weekday,Tuesday,Medium_Load
19/09/2018 13:45,43.27,14.11,0,95.07,100,Weekday,Wednesday,Maximum_Load
25/09/2018 04:00,2.63,5.65,0,42.2,100,Weekday,Tuesday,Light_Load
19/05/2018 17:00,7.2,0,25.16,100,27.51,Weekend,Saturday,Maximum_Load
02/03/2018 00:45,3.28,2.59,0,78.48,100,Weekday,Friday,Light_Load
04/07/2018 06:00,2.81,4.1,0,56.53,100,Weekday,Wednesday,Light_Load
05/06/2018 21:15,7.7,0,20.63,100,34.97,Weekday,Tuesday,Medium_Load
08/06/2018 02:30,2.88,5.83,0,44.29,100,Weekday,Friday,Light_Load
03/08/2018 11:30,2.7,0,5.08,100,46.93,Weekday,Friday,Light_Load
07/03/2018 03:15,3.24,3.31,0,69.95,100,Weekday,Wednesday,Light_Load
04/10/2018 21:30,3.89,0,17.06,100,22.23,Weekday,Thursday,Medium_Load
27/10/2018 21:15,4.61,0,17.68,100,25.23,Weekend,Saturday,Medium_Load
20/03/2018 20:45,39.64,1.48,0.68,99.93,99.99,Weekday,Tuesday,Medium_Load
04/04/2018 00:30,3.67,4.61,0,62.28,100,Weekday,Wednesday,Light_Load
28/12/2018 20:00,5.15,0,21.71,100,23.08,Weekday,Friday,Maximum_Load
28/09/2018 17:30,51.48,27.29,0,88.35,100,Weekday,Friday,Medium_Load
13/09/2018 03:30,2.74,4.68,0,50.52,100,Weekday,Thursday,Light_Load
06/07/2018 13:30,54.94,29.77,0,87.92,100,Weekday,Friday,Maximum_Load
04/06/2018 06:00,2.99,5.62,0,46.97,100,Weekday,Monday,Light_Load
21/04/2018 08:45,30.89,25.06,0,77.66,100,Weekend,Saturday,Light_Load
03/06/2018 13:45,2.99,0,16.92,100,17.4,Weekend,Sunday,Light_Load
13/12/2018 07:15,3.42,2.12,0.25,84.99,99.73,Weekday,Thursday,Light_Load
14/12/2018 20:45,31.93,0.36,2.77,99.99,99.63,Weekday,Friday,Medium_Load
15/07/2018 01:15,3.17,0,4.82,100,54.95,Weekend,Sunday,Light_Load
16/05/2018 07:30,3.53,5.08,0,57.06,100,Weekday,Wednesday,Light_Load
22/04/2018 21:00,3.42,0,16.85,100,19.89,Weekend,Sunday,Medium_Load
18/11/2018 01:45,3.2,5.54,0,50.02,100,Weekend,Sunday,Light_Load
25/08/2018 03:00,2.92,4.86,0,51.5,100,Weekend,Saturday,Light_Load
29/11/2018 16:15,50.36,21.82,0,91.76,100,Weekday,Thursday,Medium_Load
03/04/2018 17:45,29.77,0.29,6.77,100,97.51,Weekday,Tuesday,Medium_Load
08/06/2018 10:15,39.53,15.62,0,93,100,Weekday,Friday,Maximum_Load
23/02/2018 15:15,64.76,34.24,0,88.4,100,Weekday,Friday,Medium_Load
25/09/2018 19:15,2.7,0,11.92,100,22.09,Weekday,Tuesday,Light_Load
28/05/2018 14:30,62.14,31.18,0,89.38,100,Weekday,Monday,Maximum_Load
27/08/2018 12:00,40.57,29.59,0,80.79,100,Weekday,Monday,Maximum_Load
30/11/2018 00:00,3.96,2.52,0.47,84.37,99.3,Weekday,Friday,Light_Load
09/12/2018 08:15,3.13,2.27,0.07,80.95,99.98,Weekend,Sunday,Light_Load
10/03/2018 23:15,3.06,2.59,0,76.33,100,Weekend,Saturday,Light_Load
13/09/2018 18:30,50.65,40.07,0,78.43,100,Weekday,Thursday,Medium_Load
04/09/2018 02:00,2.77,5.47,0,45.18,100,Weekday,Tuesday,Light_Load
13/06/2018 06:30,3.38,5.54,0,52.08,100,Weekday,Wednesday,Light_Load
04/10/2018 11:15,62.39,39.42,0,84.54,100,Weekday,Thursday,Maximum_Load
01/07/2018 18:15,2.88,0,8.17,100,33.25,Weekend,Sunday,Light_Load
16/10/2018 18:30,51.95,40.39,0,78.95,100,Weekday,Tuesday,Medium_Load
23/12/2018 04:00,3.46,2.84,0,77.3,100,Weekend,Sunday,Light_Load
17/01/2018 03:30,4.68,4.86,0,69.36,100,Weekday,Wednesday,Light_Load
07/02/2018 22:00,40.54,1.15,2.63,99.96,99.79,Weekday,Wednesday,Medium_Load
14/05/2018 03:30,2.95,4.64,0,53.65,100,Weekday,Monday,Light_Load
22/10/2018 22:45,3.74,6.55,0,49.59,100,Weekday,Monday,Medium_Load
08/10/2018 17:15,110.99,53.93,0,89.94,100,Weekday,Monday,Medium_Load
25/08/2018 07:00,3.28,4.86,0,55.94,100,Weekend,Saturday,Light_Load
09/07/2018 08:15,17.39,15.84,0,73.93,100,Weekday,Monday,Light_Load
13/04/2018 21:15,5.08,0,25.74,100,19.36,Weekday,Friday,Medium_Load
02/08/2018 11:45,2.59,0,5.58,100,42.1,Weekday,Thursday,Light_Load
04/06/2018 08:15,30.46,32.44,0,68.45,100,Weekday,Monday,Light_Load
12/11/2018 17:30,108.97,44.75,0.04,92.5,100,Weekday,Monday,Maximum_Load
20/04/2018 16:00,91.3,35.28,0,93.28,100,Weekday,Friday,Maximum_Load
23/12/2018 02:15,3.46,2.74,0,78.4,100,Weekend,Sunday,Light_Load
13/04/2018 21:00,29.63,0.68,6.66,99.97,97.57,Weekday,Friday,Medium_Load
27/11/2018 10:15,129.2,56.81,0,91.54,100,Weekday,Tuesday,Maximum_Load
26/02/2018 03:15,3.82,3.24,0,76.26,100,Weekday,Monday,Light_Load
06/03/2018 05:15,5.65,5.36,0,72.55,100,Weekday,Tuesday,Light_Load
19/11/2018 23:00,3.56,3.64,0,69.92,100,Weekday,Monday,Maximum_Load
16/12/2018 11:15,69.95,35.64,0,89.1,100,Weekend,Sunday,Maximum_Load
06/08/2018 03:00,2.59,4.64,0,48.74,100,Weekday,Monday,Light_Load
14/02/2018 03:00,5.15,5.29,0,69.76,100,Weekday,Wednesday,Light_Load
06/06/2018 04:15,3.42,5.72,0,51.32,100,Weekday,Wednesday,Light_Load
10/08/2018 16:15,103.46,39.6,0,93.39,100,Weekday,Friday,Maximum_Load
18/07/2018 01:15,2.7,0,5.36,100,44.99,Weekday,Wednesday,Light_Load
03/12/2018 05:00,3.78,2.84,0,79.95,100,Weekday,Monday,Light_Load
16/09/2018 00:30,2.81,4.93,0,49.52,100,Weekend,Sunday,Light_Load
21/05/2018 05:00,3.6,5,0,58.43,100,Weekday,Monday,Light_Load
31/12/2018 18:45,4.14,0,20.23,100,20.05,Weekday,Monday,Light_Load
15/06/2018 13:45,69.48,33.98,0,89.83,100,Weekday,Friday,Maximum_Load
02/12/2018 05:00,4.54,4.36,0,72.13,100,Weekend,Sunday,Light_Load
08/11/2018 16:15,56.48,27.97,0,89.61,100,Weekday,Thursday,Medium_Load
09/07/2018 19:45,58.82,21.42,0,93.96,100,Weekday,Monday,Medium_Load
10/12/2018 18:15,5.47,0,10.66,100,45.65,Weekday,Monday,Maximum_Load
25/05/2018 20:30,36.72,2.16,0.83,99.83,99.97,Weekday,Friday,Medium_Load
02/05/2018 14:45,118.76,46.62,0,93.08,100,Weekday,Wednesday,Maximum_Load
20/11/2018 21:45,3.85,0,20.95,100,18.07,Weekday,Tuesday,Medium_Load
29/04/2018 02:00,2.59,3.53,0,59.16,100,Weekend,Sunday,Light_Load
29/06/2018 15:15,35.42,6.91,0.58,98.15,99.99,Weekday,Friday,Maximum_Load
01/05/2018 12:00,2.99,0,4.79,100,52.95,Weekday,Tuesday,Light_Load
25/06/2018 04:15,2.84,4.61,0,52.45,100,Weekday,Monday,Light_Load
02/01/2018 01:00,3.35,3.6,0,68.12,100,Weekday,Tuesday,Light_Load
30/10/2018 20:30,113.98,61.92,0,87.87,100,Weekday,Tuesday,Medium_Load
06/12/2018 08:45,60.84,42.55,0,81.95,100,Weekday,Thursday,Light_Load
06/02/2018 13:45,125.57,44.89,0,94.16,100,Weekday,Tuesday,Medium_Load
09/03/2018 15:45,53.32,15.12,0,96.21,100,Weekday,Friday,Maximum_Load
13/08/2018 14:30,85.75,36.14,0,92.15,100,Weekday,Monday,Maximum_Load
20/11/2018 05:00,2.84,1.98,0.25,82.03,99.61,Weekday,Tuesday,Light_Load
29/09/2018 08:00,3.06,5.4,0,49.3,100,Weekend,Saturday,Light_Load
15/03/2018 22:15,4.03,1.69,14.18,92.22,27.34,Weekday,Thursday,Medium_Load
07/09/2018 18:15,52.27,31.64,0,85.55,100,Weekday,Friday,Medium_Load
15/04/2018 06:45,3.06,3.78,0,62.92,100,Weekend,Sunday,Light_Load
26/06/2018 01:15,2.66,3.53,0,60.18,100,Weekday,Tuesday,Light_Load
25/04/2018 22:45,3.67,3.82,0,69.28,100,Weekday,Wednesday,Medium_Load
21/03/2018 21:00,77.65,9.54,1.08,99.25,99.99,Weekday,Wednesday,Medium_Load
09/05/2018 01:00,3.28,4.32,0,60.47,100,Weekday,Wednesday,Light_Load
23/05/2018 02:45,3.02,4.79,0,53.33,100,Weekday,Wednesday,Light_Load
19/12/2018 06:15,4.07,2.77,0,82.67,100,Weekday,Wednesday,Light_Load
09/03/2018 08:00,9.61,5.54,0,86.64,100,Weekday,Friday,Light_Load
17/01/2018 18:45,38.92,4.32,2.2,99.39,99.84,Weekday,Wednesday,Maximum_Load
15/06/2018 00:45,3.6,5.11,0,57.59,100,Weekday,Friday,Light_Load
09/02/2018 07:15,4.72,5.54,0,64.85,100,Weekday,Friday,Light_Load
23/10/2018 16:30,46.8,26.42,0,87.08,100,Weekday,Tuesday,Maximum_Load
24/01/2018 17:45,53.35,11.81,1.12,97.64,99.98,Weekday,Wednesday,Maximum_Load
10/04/2018 16:45,61.74,26.82,0,91.72,100,Weekday,Tuesday,Maximum_Load
09/02/2018 11:00,56.3,15.23,0,96.53,100,Weekday,Friday,Maximum_Load
12/08/2018 17:15,3.02,0,14.69,100,20.14,Weekend,Sunday,Light_Load
22/12/2018 05:15,3.42,2.41,0.04,81.74,99.99,Weekend,Saturday,Light_Load
08/04/2018 17:30,4.1,0,25.99,100,15.58,Weekend,Sunday,Medium_Load
01/11/2018 19:30,3.89,0,18.25,100,20.85,Weekday,Thursday,Maximum_Load
06/07/2018 18:45,90.36,50.33,0,87.36,100,Weekday,Friday,Medium_Load
04/11/2018 22:00,3.82,0,17.86,100,20.92,Weekend,Sunday,Medium_Load
02/01/2018 08:15,29.02,18.83,0.07,83.89,100,Weekday,Tuesday,Light_Load
19/02/2018 09:30,76.14,28.69,0,93.58,100,Weekday,Monday,Medium_Load
19/05/2018 15:15,39.17,6.37,0,98.7,100,Weekend,Saturday,Maximum_Load
02/08/2018 12:30,2.81,0,16.99,100,16.32,Weekday,Thursday,Light_Load
02/10/2018 22:30,3.53,8.06,0,40.12,100,Weekday,Tuesday,Medium_Load
30/01/2018 20:30,84.92,26.75,0,95.38,100,Weekday,Tuesday,Medium_Load
20/03/2018 07:00,3.02,3.53,0,65.01,100,Weekday,Tuesday,Light_Load
11/03/2018 16:45,30.38,0.58,1.94,99.98,99.8,Weekend,Sunday,Maximum_Load
16/04/2018 16:45,70.85,37.62,0,88.32,100,Weekday,Monday,Maximum_Load
21/05/2018 21:30,5.22,0,25.6,100,19.98,Weekday,Monday,Medium_Load
25/12/2018 09:30,3.46,0,14,100,23.99,Weekday,Tuesday,Light_Load
11/12/2018 08:15,44.21,31.14,0,81.76,100,Weekday,Tuesday,Light_Load
07/05/2018 10:00,103.36,39.53,0,93.4,100,Weekday,Monday,Medium_Load
07/08/2018 00:15,2.77,5.62,0,44.21,100,Weekday,Tuesday,Light_Load
10/09/2018 11:45,54.79,26.21,0,90.21,100,Weekday,Monday,Maximum_Load
18/03/2018 02:00,3.1,3.6,0,65.25,100,Weekend,Sunday,Light_Load
12/12/2018 11:15,57.71,22.54,0,93.15,100,Weekday,Wednesday,Maximum_Load
12/03/2018 01:30,3.89,5.47,0,57.95,100,Weekday,Monday,Light_Load
18/01/2018 01:00,40.9,31.72,0,79.02,100,Weekday,Thursday,Light_Load
13/01/2018 18:45,5,0,23.08,100,21.17,Weekend,Saturday,Maximum_Load
06/11/2018 18:15,43.92,27.58,0,84.69,100,Weekday,Tuesday,Maximum_Load
05/12/2018 02:30,4.64,2.74,0.11,86.11,99.97,Weekday,Wednesday,Light_Load
28/09/2018 06:00,3.64,7.42,0,44.04,100,Weekday,Friday,Light_Load
09/08/2018 00:30,2.84,4.9,0,50.15,100,Weekday,Thursday,Light_Load
17/04/2018 06:30,3.1,4.03,0,60.97,100,Weekday,Tuesday,Light_Load
02/11/2018 17:00,53.53,28.22,0,88.46,100,Weekday,Friday,Medium_Load
23/07/2018 09:15,72.36,48.74,0,82.94,100,Weekday,Monday,Medium_Load
18/09/2018 14:00,64.69,37.91,0,86.28,100,Weekday,Tuesday,Maximum_Load
13/10/2018 11:45,42.98,15.44,0,94.11,100,Weekend,Saturday,Maximum_Load
20/06/2018 05:15,3.13,6.16,0,45.3,100,Weekday,Wednesday,Light_Load
13/05/2018 09:45,3.24,0,17.53,100,18.17,Weekend,Sunday,Light_Load
23/05/2018 13:15,93.53,35.17,0.11,93.6,100,Weekday,Wednesday,Maximum_Load
23/02/2018 07:00,4.07,5,0,63.13,100,Weekday,Friday,Light_Load
13/01/2018 00:15,4.61,3.46,0,79.98,100,Weekend,Saturday,Light_Load
06/04/2018 12:30,4.61,0,17.46,100,25.53,Weekday,Friday,Medium_Load
23/11/2018 11:30,67.03,28.01,0,92.27,100,Weekday,Friday,Maximum_Load
28/04/2018 16:15,28.66,0,9.5,100,94.92,Weekend,Saturday,Maximum_Load
13/04/2018 10:00,63.76,26.03,0,92.58,100,Weekday,Friday,Medium_Load
06/08/2018 13:45,98.93,39.92,0,92.73,100,Weekday,Monday,Maximum_Load
02/10/2018 17:15,54.58,37.94,0,82.11,100,Weekday,Tuesday,Medium_Load
06/08/2018 19:30,86.98,35.57,0,92.56,100,Weekday,Monday,Medium_Load
12/11/2018 16:30,104.4,56.34,0,88,100,Weekday,Monday,Medium_Load
07/01/2018 18:30,3.96,0,7.78,100,45.36,Weekend,Sunday,Light_Load
07/12/2018 05:45,4.07,4.61,0,66.18,100,Weekday,Friday,Light_Load
27/01/2018 05:45,5.98,5,0,76.72,100,Weekend,Saturday,Light_Load
29/09/2018 15:45,36.14,10.44,0,96.07,100,Weekend,Saturday,Maximum_Load
18/03/2018 02:30,3.06,3.13,0,69.91,100,Weekend,Sunday,Light_Load
13/10/2018 14:15,43.88,20.66,0,90.47,100,Weekend,Saturday,Maximum_Load
03/06/2018 13:15,3.06,0,16.7,100,18.02,Weekend,Sunday,Light_Load
26/08/2018 18:15,3.6,0,7.2,100,44.72,Weekend,Sunday,Medium_Load
25/01/2018 20:30,57.1,14.22,0,97.04,100,Weekday,Thursday,Medium_Load
27/11/2018 03:00,4.72,4.28,0,74.08,100,Weekday,Tuesday,Light_Load
29/12/2018 04:15,3.02,2.27,0.04,79.94,99.99,Weekend,Saturday,Light_Load
25/04/2018 09:45,53.64,34.02,0,84.45,100,Weekday,Wednesday,Medium_Load
24/06/2018 17:00,3.89,0,24.12,100,15.92,Weekend,Sunday,Maximum_Load
12/10/2018 08:30,57.49,54.76,0,72.41,100,Weekday,Friday,Light_Load
08/06/2018 08:00,3.35,5.69,0,50.74,100,Weekday,Friday,Light_Load
03/06/2018 09:00,2.92,0,12.92,100,22.04,Weekend,Sunday,Light_Load
