Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Month_Name,Season,Production
2020-01-18 00:00:00,17,18,Wind,18,Saturday,January,Winter,1821
2023-11-18 00:00:00,8,9,Wind,322,Saturday,November,Fall,10478
2025-04-28 00:00:00,19,20,Wind,118,Monday,April,Spring,4874
2022-08-25 00:00:00,1,2,Wind,237,Thursday,August,Summer,2568
2020-01-29 00:00:00,10,11,Wind,29,Wednesday,January,Winter,8131
2024-02-28 00:00:00,4,5,Wind,59,Wednesday,February,Winter,2938
2021-08-14 00:00:00,7,8,Wind,226,Saturday,August,Summer,1499
2025-02-01 00:00:00,4,5,Wind,32,Saturday,February,Winter,3300
2025-01-08 00:00:00,17,18,Wind,8,Wednesday,January,Winter,15551
2020-07-19 00:00:00,5,6,Wind,201,Sunday,July,Summer,717
2024-04-15 00:00:00,1,2,Wind,106,Monday,April,Spring,2526
2020-10-07 00:00:00,3,4,Wind,281,Wednesday,October,Fall,8655
2021-05-13 00:00:00,9,10,Wind,133,Thursday,May,Spring,6445
2024-08-21 00:00:00,6,7,Wind,234,Wednesday,August,Summer,3751
2023-01-09 00:00:00,11,12,Wind,9,Monday,January,Winter,16471
2021-07-12 00:00:00,12,13,Solar,193,Monday,July,Summer,4206
2021-07-17 00:00:00,3,4,Wind,198,Saturday,July,Summer,2660
2021-02-08 00:00:00,14,15,Wind,39,Monday,February,Winter,2189
2024-12-21 00:00:00,17,18,Wind,356,Saturday,December,Winter,17785
2023-08-11 00:00:00,18,19,Solar,223,Friday,August,Summer,4743
2025-10-26 00:00:00,4,5,Wind,299,Sunday,October,Fall,9938
2020-10-17 00:00:00,19,20,Wind,291,Saturday,October,Fall,554
2025-11-11 00:00:00,6,7,Wind,315,Tuesday,November,Fall,7784
2021-04-25 00:00:00,4,5,Wind,115,Sunday,April,Spring,8220
2022-08-13 00:00:00,22,23,Wind,225,Saturday,August,Summer,3130
2023-10-23 00:00:00,5,6,Wind,296,Monday,October,Fall,5937
2021-06-08 00:00:00,0,1,Wind,159,Tuesday,June,Summer,1392
2021-02-07 00:00:00,14,15,Wind,38,Sunday,February,Winter,6165
2025-05-12 00:00:00,16,17,Solar,132,Monday,May,Spring,4127
2024-01-20 00:00:00,1,2,Wind,20,Saturday,January,Winter,3446
2022-04-05 00:00:00,15,16,Wind,95,Tuesday,April,Spring,10520
2023-06-09 00:00:00,14,15,Solar,160,Friday,June,Summer,7100
2025-04-05 00:00:00,23,0,Wind,95,Saturday,April,Spring,9012
2025-11-22 00:00:00,14,15,Wind,326,Saturday,November,Fall,12287
2025-07-22 00:00:00,17,18,Wind,203,Tuesday,July,Summer,11630
2022-11-05 00:00:00,2,3,Wind,309,Saturday,November,Fall,3089
2021-09-17 00:00:00,3,4,Wind,260,Friday,September,Fall,696
2020-10-13 00:00:00,14,15,Wind,287,Tuesday,October,Fall,6661
2025-04-08 00:00:00,21,22,Wind,98,Tuesday,April,Spring,4246
2025-03-08 00:00:00,8,9,Wind,67,Saturday,March,Spring,12302
2025-10-14 00:00:00,3,4,Wind,287,Tuesday,October,Fall,6169
2022-12-07 00:00:00,3,4,Wind,341,Wednesday,December,Winter,2533
2020-05-29 00:00:00,8,9,Wind,150,Friday,May,Spring,4079
2021-10-04 00:00:00,11,12,Wind,277,Monday,October,Fall,6850
2024-12-15 00:00:00,11,12,Wind,350,Sunday,December,Winter,9368
2025-04-26 00:00:00,3,4,Wind,116,Saturday,April,Spring,5053
2020-08-19 00:00:00,23,0,Wind,232,Wednesday,August,Summer,4393
2022-01-17 00:00:00,21,22,Wind,17,Monday,January,Winter,1708
2021-07-02 00:00:00,6,7,Wind,183,Friday,July,Summer,434
2024-04-09 00:00:00,19,20,Wind,100,Tuesday,April,Spring,12447
2022-11-10 00:00:00,23,0,Wind,314,Thursday,November,Fall,3646
2023-02-12 00:00:00,19,20,Wind,43,Sunday,February,Winter,3488
2022-07-13 00:00:00,18,19,Solar,194,Wednesday,July,Summer,4749
2025-04-24 00:00:00,13,14,Solar,114,Thursday,April,Spring,9198
2021-12-20 00:00:00,17,18,Wind,354,Monday,December,Winter,3168
2024-05-29 00:00:00,7,8,Wind,150,Wednesday,May,Spring,6284
2024-02-03 00:00:00,23,0,Wind,34,Saturday,February,Winter,5376
2021-09-01 00:00:00,18,19,Wind,244,Wednesday,September,Fall,7759
2023-08-19 00:00:00,22,23,Wind,231,Saturday,August,Summer,1054
2022-09-22 00:00:00,0,1,Wind,265,Thursday,September,Fall,2751
2020-01-18 00:00:00,14,15,Solar,18,Saturday,January,Winter,2528
2021-04-08 00:00:00,0,1,Wind,98,Thursday,April,Spring,851
2023-10-05 00:00:00,9,10,Solar,278,Thursday,October,Fall,3037
2022-08-31 00:00:00,3,4,Wind,243,Wednesday,August,Summer,2669
2022-03-12 00:00:00,18,19,Wind,71,Saturday,March,Spring,8732
2022-07-20 00:00:00,23,0,Wind,201,Wednesday,July,Summer,1815
2023-04-29 00:00:00,19,20,Wind,119,Saturday,April,Spring,2892
2022-07-30 00:00:00,2,3,Wind,211,Saturday,July,Summer,1439
2021-05-13 00:00:00,22,23,Wind,133,Thursday,May,Spring,2605
2021-10-16 00:00:00,21,22,Wind,289,Saturday,October,Fall,1291
2020-10-15 00:00:00,7,8,Wind,289,Thursday,October,Fall,3910
2023-06-06 00:00:00,12,13,Solar,157,Tuesday,June,Summer,8646
2025-08-08 00:00:00,5,6,Wind,220,Friday,August,Summer,1437
2025-07-26 00:00:00,10,11,Solar,207,Saturday,July,Summer,7998
2022-02-20 00:00:00,2,3,Wind,51,Sunday,February,Winter,11206
2025-11-28 00:00:00,2,3,Wind,332,Friday,November,Fall,8628
2021-06-28 00:00:00,13,14,Solar,179,Monday,June,Summer,3922
2021-09-19 00:00:00,3,4,Wind,262,Sunday,September,Fall,3519
2023-09-28 00:00:00,19,20,Wind,271,Thursday,September,Fall,2552
2024-05-13 00:00:00,14,15,Solar,134,Monday,May,Spring,6831
2021-05-18 00:00:00,2,3,Wind,138,Tuesday,May,Spring,5406
2024-08-01 00:00:00,16,17,Solar,214,Thursday,August,Summer,8661
2024-09-12 00:00:00,2,3,Wind,256,Thursday,September,Fall,4472
2022-02-05 00:00:00,0,1,Wind,36,Saturday,February,Winter,5210
2021-08-15 00:00:00,7,8,Wind,227,Sunday,August,Summer,1301
2025-07-31 00:00:00,6,7,Wind,212,Thursday,July,Summer,2301
2021-01-27 00:00:00,16,17,Wind,27,Wednesday,January,Winter,4041
2022-11-09 00:00:00,4,5,Wind,313,Wednesday,November,Fall,8537
2020-12-22 00:00:00,2,3,Wind,357,Tuesday,December,Winter,12189
2023-12-08 00:00:00,0,1,Wind,342,Friday,December,Winter,7878
2021-11-10 00:00:00,15,16,Solar,314,Wednesday,November,Fall,1760
2021-05-11 00:00:00,10,11,Wind,131,Tuesday,May,Spring,4076
2022-02-15 00:00:00,14,15,Wind,46,Tuesday,February,Winter,13683
2020-04-08 00:00:00,7,8,Wind,99,Wednesday,April,Spring,2012
2021-04-10 00:00:00,0,1,Wind,100,Saturday,April,Spring,4391
2021-06-07 00:00:00,2,3,Wind,158,Monday,June,Summer,1350
2021-05-13 00:00:00,0,1,Wind,133,Thursday,May,Spring,4479
2021-03-08 00:00:00,20,21,Wind,67,Monday,March,Spring,2882
2020-11-06 00:00:00,8,9,Wind,311,Friday,November,Fall,6743
2025-03-16 00:00:00,0,1,Wind,75,Sunday,March,Spring,10187
2020-09-26 00:00:00,13,14,Wind,270,Saturday,September,Fall,12730
2025-11-23 00:00:00,12,13,Wind,327,Sunday,November,Fall,15669
2023-03-24 00:00:00,17,18,Wind,83,Friday,March,Spring,15698
2022-01-22 00:00:00,12,13,Solar,22,Saturday,January,Winter,5027
2022-02-08 00:00:00,22,23,Wind,39,Tuesday,February,Winter,2415
2024-04-27 00:00:00,0,1,Wind,118,Saturday,April,Spring,4743
2024-01-24 00:00:00,7,8,Wind,24,Wednesday,January,Winter,16218
2022-09-20 00:00:00,19,20,Wind,263,Tuesday,September,Fall,2499
2024-07-19 00:00:00,16,17,Solar,201,Friday,July,Summer,7392
2025-11-13 00:00:00,8,9,Wind,317,Thursday,November,Fall,10392
2022-02-13 00:00:00,14,15,Wind,44,Sunday,February,Winter,16782
2022-01-22 00:00:00,0,1,Wind,22,Saturday,January,Winter,3190
2024-12-19 00:00:00,10,11,Wind,354,Thursday,December,Winter,17216
2020-01-18 00:00:00,9,10,Wind,18,Saturday,January,Winter,3050
2025-02-06 00:00:00,13,14,Wind,37,Thursday,February,Winter,13224
2021-03-08 00:00:00,13,14,Solar,67,Monday,March,Spring,4523
2020-01-20 00:00:00,22,23,Wind,20,Monday,January,Winter,4934
2020-08-29 00:00:00,1,2,Wind,242,Saturday,August,Summer,3457
2024-09-17 00:00:00,15,16,Wind,261,Tuesday,September,Fall,17409
2023-05-15 00:00:00,19,20,Wind,135,Monday,May,Spring,9747
2023-04-26 00:00:00,14,15,Solar,116,Wednesday,April,Spring,4918
2022-08-07 00:00:00,2,3,Wind,219,Sunday,August,Summer,7089
2021-11-18 00:00:00,3,4,Wind,322,Thursday,November,Fall,1529
2022-07-28 00:00:00,15,16,Solar,209,Thursday,July,Summer,5339
2024-09-29 00:00:00,4,5,Wind,273,Sunday,September,Fall,3181
2025-07-27 00:00:00,8,9,Wind,208,Sunday,July,Summer,3635
2022-12-07 00:00:00,17,18,Wind,341,Wednesday,December,Winter,1713
2022-06-04 00:00:00,0,1,Wind,155,Saturday,June,Summer,3214
2022-04-11 00:00:00,18,19,Wind,101,Monday,April,Spring,7879
2025-07-18 00:00:00,10,11,Solar,199,Friday,July,Summer,6389
2025-10-28 00:00:00,4,5,Wind,301,Tuesday,October,Fall,11636
2024-01-15 00:00:00,12,13,Wind,15,Monday,January,Winter,6809
2021-03-07 00:00:00,13,14,Solar,66,Sunday,March,Spring,3169
2024-01-10 00:00:00,19,20,Wind,10,Wednesday,January,Winter,3793
2024-05-08 00:00:00,0,1,Wind,129,Wednesday,May,Spring,6559
2024-09-28 00:00:00,4,5,Wind,272,Saturday,September,Fall,6407
2021-05-25 00:00:00,6,7,Wind,145,Tuesday,May,Spring,9546
2021-08-02 00:00:00,6,7,Wind,214,Monday,August,Summer,1153
2025-06-13 00:00:00,4,5,Wind,164,Friday,June,Summer,2021
2022-06-10 00:00:00,13,14,Solar,161,Friday,June,Summer,8508
2025-01-10 00:00:00,14,15,Wind,10,Friday,January,Winter,4286
2023-07-20 00:00:00,12,13,Solar,201,Thursday,July,Summer,6951
2020-02-28 00:00:00,13,14,Wind,59,Friday,February,Winter,11014
2024-06-18 00:00:00,12,13,Solar,170,Tuesday,June,Summer,7785
2024-01-31 00:00:00,20,21,Wind,31,Wednesday,January,Winter,6085
2023-01-27 00:00:00,23,0,Wind,27,Friday,January,Winter,6094
2020-08-15 00:00:00,11,12,Solar,228,Saturday,August,Summer,3086
2022-10-04 00:00:00,4,5,Wind,277,Tuesday,October,Fall,988
2024-01-29 00:00:00,23,0,Wind,29,Monday,January,Winter,8472
2022-04-12 00:00:00,6,7,Wind,102,Tuesday,April,Spring,7935
2022-01-11 00:00:00,23,0,Wind,11,Tuesday,January,Winter,2090
2025-05-11 00:00:00,16,17,Wind,131,Sunday,May,Spring,4808
2023-10-14 00:00:00,4,5,Wind,287,Saturday,October,Fall,10187
2021-10-01 00:00:00,23,0,Wind,274,Friday,October,Fall,3707
2024-10-04 00:00:00,22,23,Wind,278,Friday,October,Fall,2835
2024-12-31 00:00:00,11,12,Wind,366,Tuesday,December,Winter,7306
2020-03-23 00:00:00,16,17,Wind,83,Monday,March,Spring,7482
2022-02-25 00:00:00,2,3,Wind,56,Friday,February,Winter,7548
2022-02-11 00:00:00,16,17,Solar,42,Friday,February,Winter,3615
2025-07-01 00:00:00,13,14,Solar,182,Tuesday,July,Summer,9839
2021-09-10 00:00:00,3,4,Wind,253,Friday,September,Fall,2131
2024-11-20 00:00:00,9,10,Wind,325,Wednesday,November,Fall,6181
2021-09-13 00:00:00,3,4,Wind,256,Monday,September,Fall,2426
2025-02-14 00:00:00,11,12,Solar,45,Friday,February,Winter,9119
2023-09-30 00:00:00,2,3,Wind,273,Saturday,September,Fall,547
2020-07-03 00:00:00,13,14,Wind,185,Friday,July,Summer,6832
2022-12-16 00:00:00,4,5,Wind,350,Friday,December,Winter,5658
2025-06-29 00:00:00,12,13,Solar,180,Sunday,June,Summer,4495
2025-03-21 00:00:00,6,7,Wind,80,Friday,March,Spring,10695
2023-09-22 00:00:00,15,16,Wind,265,Friday,September,Fall,13602
2024-01-26 00:00:00,22,23,Wind,26,Friday,January,Winter,2003
2023-05-29 00:00:00,23,0,Wind,149,Monday,May,Spring,10422
2024-01-18 00:00:00,19,20,Wind,18,Thursday,January,Winter,4652
2023-08-17 00:00:00,21,22,Wind,229,Thursday,August,Summer,2474
2021-02-18 00:00:00,13,14,Wind,49,Thursday,February,Winter,11280
2025-11-28 00:00:00,16,17,Wind,332,Friday,November,Fall,7122
2025-06-05 00:00:00,11,12,Wind,156,Thursday,June,Summer,9135
2025-07-05 00:00:00,19,20,Wind,186,Saturday,July,Summer,7083
2023-08-30 00:00:00,20,21,Wind,242,Wednesday,August,Summer,4070
2020-01-24 00:00:00,14,15,Solar,24,Friday,January,Winter,1733
2021-01-30 00:00:00,11,12,Wind,30,Saturday,January,Winter,8960
2021-01-26 00:00:00,10,11,Wind,26,Tuesday,January,Winter,5086
2020-07-22 00:00:00,22,23,Wind,204,Wednesday,July,Summer,2730
2025-09-10 00:00:00,10,11,Solar,253,Wednesday,September,Fall,8381
2021-05-20 00:00:00,11,12,Solar,140,Thursday,May,Spring,7459
2020-08-30 00:00:00,16,17,Wind,243,Sunday,August,Summer,6972
2021-04-30 00:00:00,4,5,Wind,120,Friday,April,Spring,1497
2024-07-20 00:00:00,2,3,Wind,202,Saturday,July,Summer,1366
2024-06-25 00:00:00,2,3,Wind,177,Tuesday,June,Summer,4860
2020-06-16 00:00:00,3,4,Wind,168,Tuesday,June,Summer,1572
2025-03-20 00:00:00,22,23,Wind,79,Thursday,March,Spring,7815
2021-10-08 00:00:00,7,8,Wind,281,Friday,October,Fall,3732
2023-03-11 00:00:00,20,21,Wind,70,Saturday,March,Spring,4561
2022-01-09 00:00:00,5,6,Wind,9,Sunday,January,Winter,11382
2023-12-15 00:00:00,10,11,Solar,349,Friday,December,Winter,2984
2023-12-02 00:00:00,20,21,Wind,336,Saturday,December,Winter,2993
2020-04-12 00:00:00,14,15,Solar,103,Sunday,April,Spring,4478
2021-01-16 00:00:00,6,7,Wind,16,Saturday,January,Winter,2609
2020-11-07 00:00:00,5,6,Wind,312,Saturday,November,Fall,6495
2025-01-16 00:00:00,7,8,Wind,16,Thursday,January,Winter,5370
2023-12-11 00:00:00,5,6,Wind,345,Monday,December,Winter,13313
2025-03-26 00:00:00,0,1,Wind,85,Wednesday,March,Spring,2924
2025-03-09 00:00:00,14,15,Wind,68,Sunday,March,Spring,6097
2021-01-31 00:00:00,11,12,Wind,31,Sunday,January,Winter,3917
2023-01-18 00:00:00,12,13,Wind,18,Wednesday,January,Winter,5795
2022-08-11 00:00:00,22,23,Wind,223,Thursday,August,Summer,5915
2020-10-17 00:00:00,5,6,Wind,291,Saturday,October,Fall,823
2023-11-06 00:00:00,15,16,Wind,310,Monday,November,Fall,11710
2020-01-31 00:00:00,15,16,Wind,31,Friday,January,Winter,7383
2022-11-22 00:00:00,2,3,Wind,326,Tuesday,November,Fall,12118
2020-01-14 00:00:00,21,22,Wind,14,Tuesday,January,Winter,12686
2024-06-05 00:00:00,22,23,Wind,157,Wednesday,June,Summer,1825
2020-05-24 00:00:00,17,18,Solar,145,Sunday,May,Spring,4591
2025-10-17 00:00:00,8,9,Wind,290,Friday,October,Fall,5063
2023-12-01 00:00:00,18,19,Wind,335,Friday,December,Winter,5670
2023-11-30 00:00:00,9,10,Wind,334,Thursday,November,Fall,2294
2023-05-28 00:00:00,21,22,Wind,148,Sunday,May,Spring,8135
2025-08-06 00:00:00,18,19,Solar,218,Wednesday,August,Summer,4823
2022-09-03 00:00:00,3,4,Wind,246,Saturday,September,Fall,1584
2024-05-12 00:00:00,21,22,Wind,133,Sunday,May,Spring,2710
2022-08-25 00:00:00,2,3,Wind,237,Thursday,August,Summer,2157
2024-07-09 00:00:00,19,20,Wind,191,Tuesday,July,Summer,5041
2023-10-28 00:00:00,13,14,Wind,301,Saturday,October,Fall,17291
2021-12-26 00:00:00,23,0,Wind,360,Sunday,December,Winter,3943
2023-04-26 00:00:00,19,20,Wind,116,Wednesday,April,Spring,1227
2020-08-12 00:00:00,23,0,Wind,225,Wednesday,August,Summer,2887
2024-06-08 00:00:00,7,8,Wind,160,Saturday,June,Summer,2653
2020-10-30 00:00:00,1,2,Wind,304,Friday,October,Fall,7672
2024-04-10 00:00:00,13,14,Solar,101,Wednesday,April,Spring,9317
2020-01-22 00:00:00,4,5,Wind,22,Wednesday,January,Winter,3220
2025-06-26 00:00:00,19,20,Wind,177,Thursday,June,Summer,9162
2023-09-25 00:00:00,6,7,Wind,268,Monday,September,Fall,2754
2021-10-02 00:00:00,8,9,Wind,275,Saturday,October,Fall,4880
2021-05-21 00:00:00,21,22,Wind,141,Friday,May,Spring,11117
2021-05-21 00:00:00,4,5,Wind,141,Friday,May,Spring,9502
2020-06-07 00:00:00,21,22,Wind,159,Sunday,June,Summer,1627
2023-09-06 00:00:00,18,19,Solar,249,Wednesday,September,Fall,2948
2023-04-27 00:00:00,3,4,Wind,117,Thursday,April,Spring,1219
2020-03-14 00:00:00,13,14,Wind,74,Saturday,March,Spring,7209
2024-02-27 00:00:00,19,20,Wind,58,Tuesday,February,Winter,6228
2020-09-19 00:00:00,13,14,Solar,263,Saturday,September,Fall,4468
2022-04-01 00:00:00,16,17,Wind,91,Friday,April,Spring,15285
2023-03-16 00:00:00,2,3,Wind,75,Thursday,March,Spring,6637
2025-09-22 00:00:00,16,17,Wind,265,Monday,September,Fall,8440
2020-11-24 00:00:00,19,20,Wind,329,Tuesday,November,Fall,6160
2020-11-10 00:00:00,8,9,Wind,315,Tuesday,November,Fall,672
2023-12-05 00:00:00,23,0,Wind,339,Tuesday,December,Winter,4052
2023-04-21 00:00:00,23,0,Wind,111,Friday,April,Spring,3321
2021-02-26 00:00:00,22,23,Wind,57,Friday,February,Winter,5705
2025-01-16 00:00:00,11,12,Wind,16,Thursday,January,Winter,7756
2022-11-29 00:00:00,6,7,Wind,333,Tuesday,November,Fall,1649
2024-12-01 00:00:00,13,14,Wind,336,Sunday,December,Winter,10231
2022-05-01 00:00:00,2,3,Wind,121,Sunday,May,Spring,3175
2021-05-13 00:00:00,5,6,Wind,133,Thursday,May,Spring,5102
2023-07-31 00:00:00,14,15,Wind,212,Monday,July,Summer,18635
2024-10-25 00:00:00,14,15,Solar,299,Friday,October,Fall,5922
2022-09-25 00:00:00,14,15,Solar,268,Sunday,September,Fall,6087
2025-03-25 00:00:00,14,15,Solar,84,Tuesday,March,Spring,7289
2021-01-05 00:00:00,18,19,Wind,5,Tuesday,January,Winter,1973
2021-09-25 00:00:00,0,1,Wind,268,Saturday,September,Fall,1010
2023-06-27 00:00:00,8,9,Solar,178,Tuesday,June,Summer,3093
2021-09-12 00:00:00,6,7,Wind,255,Sunday,September,Fall,797
2024-09-13 00:00:00,7,8,Wind,257,Friday,September,Fall,4812
2023-07-14 00:00:00,3,4,Wind,195,Friday,July,Summer,547
2024-12-22 00:00:00,3,4,Wind,357,Sunday,December,Winter,18787
2024-12-22 00:00:00,23,0,Wind,357,Sunday,December,Winter,16227
2020-10-18 00:00:00,11,12,Solar,292,Sunday,October,Fall,3259
2021-05-04 00:00:00,8,9,Wind,124,Tuesday,May,Spring,13750
2021-07-24 00:00:00,4,5,Wind,205,Saturday,July,Summer,4791
2021-03-18 00:00:00,14,15,Wind,77,Thursday,March,Spring,5839
2025-07-08 00:00:00,8,9,Wind,189,Tuesday,July,Summer,6696
2025-04-30 00:00:00,11,12,Solar,120,Wednesday,April,Spring,9156
2021-07-27 00:00:00,21,22,Wind,208,Tuesday,July,Summer,3168
2020-06-11 00:00:00,17,18,Wind,163,Thursday,June,Summer,5028
2024-07-18 00:00:00,12,13,Solar,200,Thursday,July,Summer,8281
2025-01-01 00:00:00,21,22,Wind,1,Wednesday,January,Winter,14963
2023-05-16 00:00:00,4,5,Wind,136,Tuesday,May,Spring,7536
2025-11-16 00:00:00,23,0,Wind,320,Sunday,November,Fall,5090
2023-05-02 00:00:00,3,4,Wind,122,Tuesday,May,Spring,3235
2022-10-29 00:00:00,14,15,Wind,302,Saturday,October,Fall,8339
2021-05-12 00:00:00,9,10,Solar,132,Wednesday,May,Spring,2820
2023-12-08 00:00:00,9,10,Wind,342,Friday,December,Winter,4446
2022-01-02 00:00:00,0,1,Wind,2,Sunday,January,Winter,5445
2025-01-06 00:00:00,16,17,Wind,6,Monday,January,Winter,17822
2022-05-22 00:00:00,0,1,Wind,142,Sunday,May,Spring,2793
2022-06-15 00:00:00,1,2,Wind,166,Wednesday,June,Summer,4126
2023-04-06 00:00:00,14,15,Wind,96,Thursday,April,Spring,11427
2024-09-15 00:00:00,0,1,Wind,259,Sunday,September,Fall,3840
2023-04-08 00:00:00,5,6,Wind,98,Saturday,April,Spring,3512
2021-03-26 00:00:00,0,1,Wind,85,Friday,March,Spring,2924
2020-01-04 00:00:00,4,5,Wind,4,Saturday,January,Winter,3266
2025-08-25 00:00:00,7,8,Wind,237,Monday,August,Summer,2945
2020-05-18 00:00:00,10,11,Solar,139,Monday,May,Spring,4062
2024-11-18 00:00:00,1,2,Wind,323,Monday,November,Fall,8644
2025-03-15 00:00:00,3,4,Wind,74,Saturday,March,Spring,10081
2023-07-10 00:00:00,6,7,Wind,191,Monday,July,Summer,749
2024-09-07 00:00:00,22,23,Wind,251,Saturday,September,Fall,3605
2022-07-02 00:00:00,15,16,Solar,183,Saturday,July,Summer,6897
2020-03-14 00:00:00,19,20,Wind,74,Saturday,March,Spring,3134
2020-04-23 00:00:00,19,20,Solar,114,Thursday,April,Spring,824
2025-01-29 00:00:00,8,9,Wind,29,Wednesday,January,Winter,13112
2024-01-26 00:00:00,7,8,Wind,26,Friday,January,Winter,12588
2025-08-12 00:00:00,23,0,Wind,224,Tuesday,August,Summer,1049
2020-03-20 00:00:00,14,15,Wind,80,Friday,March,Spring,7648
2022-12-11 00:00:00,8,9,Wind,345,Sunday,December,Winter,2254
2021-10-13 00:00:00,11,12,Solar,286,Wednesday,October,Fall,4854
2024-11-05 00:00:00,5,6,Wind,310,Tuesday,November,Fall,1674
2024-09-18 00:00:00,17,18,Wind,262,Wednesday,September,Fall,14521
2020-01-10 00:00:00,20,21,Wind,10,Friday,January,Winter,1558
2023-06-16 00:00:00,2,3,Wind,167,Friday,June,Summer,2330
2023-06-15 00:00:00,15,16,Solar,166,Thursday,June,Summer,7754
2022-08-08 00:00:00,3,4,Wind,220,Monday,August,Summer,6072
2022-07-30 00:00:00,5,6,Wind,211,Saturday,July,Summer,902
2020-10-08 00:00:00,19,20,Wind,282,Thursday,October,Fall,7127
2020-09-30 00:00:00,9,10,Wind,274,Wednesday,September,Fall,2517
2022-11-09 00:00:00,0,1,Wind,313,Wednesday,November,Fall,9942
2020-05-23 00:00:00,9,10,Wind,144,Saturday,May,Spring,4797
2023-04-19 00:00:00,1,2,Wind,109,Wednesday,April,Spring,7997
2020-09-21 00:00:00,18,19,Wind,265,Monday,September,Fall,888
2023-04-20 00:00:00,17,18,Wind,110,Thursday,April,Spring,7921
2021-07-07 00:00:00,18,19,Wind,188,Wednesday,July,Summer,3466
2023-01-08 00:00:00,16,17,Wind,8,Sunday,January,Winter,11145
2025-03-03 00:00:00,17,18,Wind,62,Monday,March,Spring,2963
2024-06-29 00:00:00,1,2,Wind,181,Saturday,June,Summer,4092
2021-03-10 00:00:00,5,6,Wind,69,Wednesday,March,Spring,2969
2020-12-02 00:00:00,11,12,Wind,337,Wednesday,December,Winter,3015
2022-12-16 00:00:00,1,2,Wind,350,Friday,December,Winter,6354
2021-01-15 00:00:00,19,20,Wind,15,Friday,January,Winter,2717
2022-12-02 00:00:00,11,12,Wind,336,Friday,December,Winter,2745
2024-12-16 00:00:00,19,20,Wind,351,Monday,December,Winter,3164
2020-10-14 00:00:00,0,1,Wind,288,Wednesday,October,Fall,2018
2021-08-29 00:00:00,16,17,Wind,241,Sunday,August,Summer,7543
2024-11-22 00:00:00,13,14,Wind,327,Friday,November,Fall,16386
2023-03-23 00:00:00,8,9,Wind,82,Thursday,March,Spring,12237
2023-05-13 00:00:00,23,0,Wind,133,Saturday,May,Spring,5812
2022-02-25 00:00:00,18,19,Wind,56,Friday,February,Winter,3550
2020-10-17 00:00:00,20,21,Wind,291,Saturday,October,Fall,625
2024-02-04 00:00:00,14,15,Wind,35,Sunday,February,Winter,10856
2025-05-14 00:00:00,13,14,Solar,134,Wednesday,May,Spring,4558
2022-10-04 00:00:00,12,13,Solar,277,Tuesday,October,Fall,5982
2020-10-18 00:00:00,14,15,Solar,292,Sunday,October,Fall,3881
2020-05-31 00:00:00,0,1,Wind,152,Sunday,May,Spring,5688
2021-04-19 00:00:00,15,16,Solar,109,Monday,April,Spring,4504
2021-08-11 00:00:00,0,1,Wind,223,Wednesday,August,Summer,647
2023-02-17 00:00:00,0,1,Wind,48,Friday,February,Winter,7540
2023-10-06 00:00:00,9,10,Solar,279,Friday,October,Fall,3802
2021-04-06 00:00:00,20,21,Wind,96,Tuesday,April,Spring,5819
2023-05-02 00:00:00,8,9,Solar,122,Tuesday,May,Spring,3648
2025-09-08 00:00:00,3,4,Wind,251,Monday,September,Fall,2384
2020-04-04 00:00:00,8,9,Wind,95,Saturday,April,Spring,2989
2023-03-13 00:00:00,14,15,Wind,72,Monday,March,Spring,18710
2020-06-08 00:00:00,21,22,Wind,160,Monday,June,Summer,3865
2025-04-16 00:00:00,1,2,Wind,106,Wednesday,April,Spring,5633
2025-03-19 00:00:00,15,16,Wind,78,Wednesday,March,Spring,11296
2022-12-29 00:00:00,12,13,Wind,363,Thursday,December,Winter,13942
2024-03-16 00:00:00,11,12,Solar,76,Saturday,March,Spring,7993
2023-01-29 00:00:00,10,11,Solar,29,Sunday,January,Winter,2890
2021-06-30 00:00:00,6,7,Wind,181,Wednesday,June,Summer,2095
2024-08-06 00:00:00,7,8,Wind,219,Tuesday,August,Summer,1463
2020-03-08 00:00:00,7,8,Wind,68,Sunday,March,Spring,9809
2024-08-31 00:00:00,12,13,Solar,244,Saturday,August,Summer,8353
2023-04-20 00:00:00,8,9,Wind,110,Thursday,April,Spring,7599
2020-10-29 00:00:00,17,18,Wind,303,Thursday,October,Fall,6611
2025-01-21 00:00:00,22,23,Wind,21,Tuesday,January,Winter,6958
2023-02-17 00:00:00,20,21,Wind,48,Friday,February,Winter,7175
2024-10-21 00:00:00,6,7,Wind,295,Monday,October,Fall,3853
2020-08-24 00:00:00,4,5,Wind,237,Monday,August,Summer,1813
2024-05-25 00:00:00,15,16,Solar,146,Saturday,May,Spring,7169
2020-09-22 00:00:00,20,21,Wind,266,Tuesday,September,Fall,1549
2023-02-05 00:00:00,14,15,Wind,36,Sunday,February,Winter,13787
2024-02-17 00:00:00,5,6,Wind,48,Saturday,February,Winter,2438
2025-01-20 00:00:00,10,11,Wind,20,Monday,January,Winter,2887
2021-06-12 00:00:00,19,20,Wind,163,Saturday,June,Summer,2973
2025-09-09 00:00:00,0,1,Wind,252,Tuesday,September,Fall,2454
2025-03-25 00:00:00,23,0,Wind,84,Tuesday,March,Spring,3267
2021-04-17 00:00:00,18,19,Wind,107,Saturday,April,Spring,7013
2023-08-22 00:00:00,21,22,Wind,234,Tuesday,August,Summer,2173
