Temperature,Humidity,Wind Speed,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
17.23,88,4.913,24827.8,14875.5,15204.5
9.68,82,0.074,36257.4,21764.6,21019.4
15,70.6,0.072,35981.6,19862.2,19010.3
19.77,90,0.072,35228,24475.5,12512.1
26.5,75,4.918,35058.6,21828.1,21108
23.63,47.25,4.91,29527.2,20221.5,20834.8
20.45,78.7,4.922,24206,13187.5,10572.7
17.26,74.6,0.068,28904.6,25493.8,12318.1
25.47,49.58,0.314,31061.9,18654.9,16338.6
12.49,54.15,0.086,32953.8,27606.2,14330.6
16.6,73.4,0.072,33010.6,20618.8,16100.2
21,43.18,0.085,33419.2,20888.8,18176
16.06,68.29,0.075,24882.1,20019.6,7272.03
10.45,86,0.085,22255.7,13335.4,13592.9
22.85,76.5,4.917,39313.3,23647,15591.4
27.48,77.5,4.904,48004.3,32772.5,38219.4
21.65,63.64,0.074,32190.8,26750.8,13069.9
17.24,52.65,0.076,30030.8,25036.4,13370.6
21.61,68.39,0.082,22486,12620.4,11444.2
30.73,57.49,4.903,38833.8,26719,32704.3
8.73,89.8,0.08,24480,22131.8,9698.31
13.96,75.3,0.072,34859,19717.9,17141.1
14.98,75.5,0.076,35626.2,24358.5,21617.4
5.641,77.7,0.08,25999,16993.3,17945.1
24.13,85.7,4.913,28736.2,18436.7,21244.5
20.19,86.3,0.072,24095.4,15833.3,11732.7
13.24,81.5,0.082,20763.5,15332.3,9767.11
13.28,68.71,0.076,31018.2,17473.2,16554.2
14.75,64.49,0.075,35105.4,20674.4,15718.1
26.94,36.25,0.273,36866.5,23306.4,14720.7
25.35,53.28,0.07,35386.5,22269.9,18751
21.92,79.1,4.918,27646.7,15455.3,11567.1
21.7,54.58,4.917,34310.7,23652.8,24821.6
18.15,87.3,0.07,36901.8,21900.9,21745.7
20,81.6,0.068,22226.2,11769.2,12134.4
19.65,83.5,4.912,28800,19377.1,8284.04
14.45,52.5,0.084,28073.9,15133.1,18507.3
21.16,67.57,4.921,35013.2,22748,17396.6
14.14,42.42,0.077,31184.8,26327.1,9605.76
21.02,58.89,4.921,26557.2,15829.5,14655.9
21.52,83,0.068,45037.4,27808.3,28392.4
20.82,72,4.921,31517.3,20901.3,24082.3
29.99,26.12,4.921,38527.2,23313.9,21368.1
24.37,87.2,4.916,35351,23119,27817.9
19.87,58.95,4.921,31778,18391.5,17251
20.74,75,0.074,35033.8,28617.8,16852
9.16,60,0.083,21733.7,13798.2,13868
16.87,56.98,0.087,31355.1,25605.4,9772.87
14.51,54.17,4.797,40123.9,23330.5,24631
18.52,61.28,4.925,32036.9,25743,9808.19
28.24,37.79,4.91,38306.2,26534.3,26266.1
32.69,26.51,4.921,36229.4,22906,13508.6
21.54,69.51,4.916,23607.7,15357,16285.9
10.78,78.2,0.088,33284.1,21063.8,20645.8
19.05,78.2,4.911,30289.5,19246.9,17141.6
9.06,60.67,0.088,21885.6,13918.5,14186
13.78,66.37,0.083,32464.3,18296.9,21358.5
15.75,86.3,0.083,24230.4,13410.2,15930.2
13.23,55.51,0.077,28167.3,24117.8,12227.6
19.38,73.1,4.92,31059.9,21050.2,14691.5
21.5,67.6,4.921,36599.6,23290.4,18650
16.9,68.29,4.92,21840,17297.1,9195.18
12.45,66.28,0.083,20937.7,12696.7,14035.7
12.52,78.9,0.074,33520.9,28197.6,14284.8
11.29,75.6,4.914,32851.5,20378.1,15965.9
19.33,64.88,0.081,39113.8,33017.4,17592.3
22.15,78,4.922,30279.9,19503.8,24239
7.44,81.1,0.076,21363,13375.1,13948.9
10.94,83.1,0.073,24657.7,14484.1,14823.9
13.07,85.1,0.071,34941.5,29450.8,14851.1
14.52,56.79,0.083,36443.5,22417,19020.7
18.94,63.36,0.082,37467.9,18718.5,24960
20.68,89.6,0.066,25354.2,15496.5,15690.8
25.23,77.4,4.917,33233.2,22450.6,21702.4
20.43,82.9,4.916,20979.7,12508.9,14544.6
12.12,48.83,0.077,21025.1,17073.9,9421.37
24.29,89.3,4.916,28314.1,17239.7,16840.6
19.64,85,4.918,27162.5,18011.2,9966.74
31.54,18.07,4.903,37756.4,26393.7,27457.8
12.34,79.8,0.075,32035.4,19595.1,19242.6
9.53,76.6,0.075,25446.1,15745.9,14625.5
20.88,71.1,4.925,34811.8,21481.1,18346.9
18.63,72.3,0.072,43723.9,23326.7,27531.6
13.61,64.44,4.917,39185.1,24083.9,24035.7
19.58,74.5,0.288,32208.8,20350.1,13038
11.44,65.58,4.915,21990.5,12981.2,14177.1
13.8,71.1,0.074,40808.1,24255.3,24701.4
17.3,65.65,4.92,25735.4,21075.6,11375.4
21.88,72.9,0.067,24298.8,13468.2,13363.2
20.78,85.3,0.074,28952.6,18654.9,13351.4
25.04,40.84,0.074,32684.1,19255.7,18376
10.23,73.1,0.085,29651.7,25425,13120.8
16.1,55.7,0.082,28529.2,23362.8,12572.5
13.81,45.68,0.081,31540.3,19969.6,17841
5.565,86,4.913,25831.2,20133.8,7629.29
25.58,42.11,4.904,29234.7,20235.3,18724.5
13.25,54.21,0.076,30333.1,26489.1,13351.3
19.08,63.39,0.082,29259.5,19378.3,13508
15.25,61.95,0.081,18088.9,9969.51,9847.74
21.63,88.8,4.912,29551.9,17595.8,14455.9
16.89,85.7,4.917,26882.1,18733.5,7695.69
25.6,43.59,0.092,35877.1,23142.3,13177.4
25.87,75.1,4.919,36977.5,23908.9,26287.5
8.9,77.8,0.083,24540.8,16500.9,16279.5
12.75,71.5,0.084,25185.3,13824.4,16110.5
14.57,57.32,4.927,31796.9,24274,10317.1
11.94,69.85,0.084,31282.1,25701.1,9686.43
16.54,56.94,0.081,19783.3,13272.9,14070.4
11.71,88.9,0.068,38459,24269.9,24145.7
23.88,74.2,4.926,41400.8,26543.5,31287.1
12.5,44.83,0.073,27631.9,22766.5,8994.96
32.74,37.52,4.92,38042.8,25712.7,31366.7
25.57,43.19,0.084,33775.7,19569.5,17489
20.54,88.7,4.914,25417.7,14123.1,17475
25.33,82.7,4.912,27511.5,18732.9,19659.9
11.36,86,0.08,21335.4,16238.1,7969.27
12.01,76.4,0.082,27931.1,17069.9,13318.6
19.02,86.7,0.07,37594.2,23687.9,23045.8
17.78,74.3,4.913,32660.4,16942.7,19010.3
14.74,75.8,4.912,25907.7,12812.2,15880.6
20.83,72.1,0.067,45033.9,26342.7,19865.3
6.091,84.9,0.083,19746.8,13265.7,13665.5
15.39,87.1,0.074,19772.3,13686,7286.75
21.51,61.03,4.921,35831.6,20756.7,17950.4
15.56,60.31,0.079,39495.1,34133.2,16756.8
16.57,64.99,0.074,32538.7,18168.6,18658.9
34.23,37.35,0.069,37022.2,26039.2,24443.8
13.23,85,0.082,30400,25907.3,12815.4
14.87,85.7,0.076,23453.2,13816.4,14828
36.65,21.71,4.917,39669.4,27459.5,28239.7
30.63,34.88,4.919,38993.2,26962,28077
33.08,28.55,4.918,40587.9,25401.3,29396.5
28.78,45.52,0.072,38900.8,26663.6,27072.6
22.39,85,4.915,37580.2,22269.9,17091.7
16.35,85.3,0.082,32726.2,27502.1,15712.8
19.64,85.4,0.067,33568.2,20608.3,20629.7
21.17,52.09,0.064,43835.5,24914.1,27333.8
26.05,56.92,4.906,47636.4,31135.4,45170.2
17.18,70.3,4.915,34772.7,21377.5,21351.3
21.66,58.82,4.924,34509,19755.1,18050.7
13.49,82.5,0.074,39154.4,32995.4,16313.1
14.12,78.4,0.076,34363.9,21347.6,16664.5
13.28,71,0.081,22073.8,16787.6,10010.6
24.04,84.1,4.915,27568.9,18057,21557.8
28.11,73.5,4.904,42762.1,29556.5,34842.9
20.45,51.32,0.084,28793.8,18113.6,14219.6
10.91,80.4,0.072,28187.2,16492.7,16780.6
25.84,83.7,4.914,36543.8,23889.9,32457.2
19.96,61.64,0.073,28942.6,14773.9,18164.4
15.97,57.81,4.922,37154.4,22665,23282.9
10.36,90.6,0.077,27640.7,17000.6,17187.4
12.83,75.4,0.081,21775.2,12816.3,11386.2
15.85,78.8,4.908,26422.5,13920.7,14969
25.31,86.8,4.922,38856,23892.3,21631.6
13.92,70.1,0.102,30939.1,18909.2,15522.9
25.9,39.88,4.914,28315.2,18410.1,22063.9
24.69,63.09,4.925,34717.5,21532.8,13200.7
20.2,52.85,0.079,31114.2,17483.6,14851.9
29.35,63.01,4.909,40613.4,28758.2,29697.7
16.22,57.94,0.081,22304.8,15735,16383.6
22.49,69.39,4.92,27022.8,15943.4,15077.1
19.85,76.7,0.339,24824.1,13531.8,12702.6
26.48,82.3,4.904,47313.8,32035.1,37190.2
16.28,67.11,0.079,34836.9,28476.4,16614.9
29.04,55.92,0.064,41372.5,28283.5,32077.7
19.62,86,0.076,34267.5,22288.6,22449.2
21.87,70.1,4.92,34471.9,22075.5,18650
24.54,43.58,4.92,35074.7,19379.3,15509
27.3,79.5,4.916,32678.3,20020.3,25618.7
15.18,77.2,0.072,43947.6,25906.1,25827.1
11.88,82.1,0.078,26479,17241.3,12428
14.02,71.2,0.081,44793.2,26689,25484.5
22.63,73.2,0.066,34522.2,22402.9,13025.7
22.71,65.76,4.922,35439.3,24833.3,11219.9
19.09,79.7,0.101,28428.2,19124.1,9127.29
12.06,82.2,4.921,21111.9,13382.4,10917.9
14.99,86.6,0.081,22516.9,17821.5,10617.8
18.46,80.3,0.083,27842.1,16274.7,12640.5
7.56,79.6,0.081,25253.2,21017.5,11484.3
15,75.7,0.083,31187.7,26386.4,8264.1
13.47,83.5,0.074,35847.5,23358.1,17864.7
24.36,91,4.916,24452.8,14643.3,12296.4
11.98,65.51,0.086,24400.7,14808.5,11294.2
20.91,75.5,0.067,44630.5,27224.5,27139.9
15.6,59.95,0.081,23235.3,14071.7,14327.6
22.68,60.44,0.08,39621.2,24334.4,23302.3
22.42,50.07,0.084,31003.1,25783.9,11254
10.15,80.8,0.08,24534.7,16034,14342.2
10.94,78.1,0.074,23629.4,15720.4,15643.4
14.36,59.95,0.079,27427.1,17401.8,12272.6
15.23,74.5,0.073,33126.1,20586.6,16403.2
19.72,67.28,0.081,31135.5,18951.1,18865.7
19.35,74.5,0.073,38812.3,31920.2,18344.1
14.54,64.5,0.083,31714.1,25730.6,10723.6
27.63,55.14,0.069,34865.2,18842,22845
22.3,90.4,4.916,28934.3,16928,17562.9
14.9,67.42,0.082,43590.5,25721.6,25251.4
16.47,67.58,0.076,31440.3,25513.3,11294.1
14.34,57.5,0.083,35744.8,22121.6,16788.4
16.03,71.1,0.075,29627.4,24942.6,12458.1
21.81,87.4,4.915,32986.2,20178,15497.3
21.49,51.45,4.905,45082.7,30860.4,34674.4
15.28,64.22,4.915,34400.7,20217.1,17100
28.75,34.55,4.903,38414.9,25485.1,27313.4
26.39,82.6,4.905,46418.8,31164.5,36209.2
22.1,73.4,4.923,32902.6,21342.3,12313.7
17.32,54.52,0.078,24356.9,19580.6,11138.3
22.66,67.07,0.067,28541.9,16305.9,15175.4
13.99,49.72,0.082,37506.8,23923.4,19257.8
11.45,84.4,0.079,23138,13840.2,13877.4
21.06,81.7,4.911,27355.2,19543.4,20831.1
17.03,45.73,0.085,29542.2,25089.9,9467.47
12.57,74.9,4.915,42901,25615.8,25743.4
17.29,86.5,0.067,40418,22953.7,24120
15.75,89.3,4.913,24966.3,15165.3,14324.2
17.81,50.22,0.089,45199.6,24210.2,28125.1
17.97,92.4,0.075,30047.8,19475.1,14397.1
26.94,50.65,0.261,34209.6,21757.2,12337.8
25.72,59.83,4.904,48899.3,32947.4,34951.2
28.4,63.33,4.908,35166,22522.8,26805.7
15.84,71.2,0.081,24613.8,14990.7,14796.4
17.3,61.45,0.083,28331.6,23226.8,9726.77
22.37,54.65,0.269,47258.8,28257.4,21622.1
16.69,82.9,0.075,32135.7,17494.1,18664.7
23.99,85.5,4.917,23869.2,15501.3,18075.3
19.33,53.69,0.082,23014.8,18278.6,12522.8
24.06,85.9,4.914,40900.5,26905.1,34819.1
21.13,42.2,0.079,24336.8,14816.1,14236.8
39.41,13.34,0.071,38342.6,27220.3,30143.6
21.54,61.46,4.908,30994.3,22598.7,25082.5
15.32,69.31,0.073,24853,14983.3,14948
14.2,91.4,0.07,29959.4,17761.7,15604.4
17.88,82.8,0.072,25710.8,22775.2,13220.2
15.95,72.8,0.073,38862.4,33105.9,15448.7
15.05,78.2,4.91,23922.4,11820.7,14916.8
13.93,71.4,0.073,30606.1,19148.9,18501.5
17.14,67,0.081,24629.4,14317.7,12683.8
19.06,63.04,4.92,33224.2,19737.8,16275.5
22.02,49.45,4.915,43200,25891.5,24543.9
18.9,86.4,4.921,32448.8,21887.6,10230.3
16.97,89.2,4.952,28276.9,19254.8,8549.54
28,70.2,4.917,37022.2,22716.5,31077.5
20.84,81.7,0.08,30772.5,25341.9,12342.9
18.31,54.89,0.083,32997.5,20437.9,16482.9
14.6,57.18,0.081,22789.8,11989.1,14455
14.36,88.2,4.91,22188.3,12515.9,13836.8
23.12,89.4,4.913,30114,19724.1,23570.2
14.38,79.4,0.084,39033.2,20202.4,22372.3
26.61,72.5,4.922,29648.4,30451.9,26462.3
12.96,56.94,0.081,24406.8,14819.5,14947.1
16.25,85,0.072,34287.2,20379.2,18728.7
23.04,85.3,0.076,38776,22343.2,12430.4
20.68,55.49,4.917,34408.8,21103.3,12424.6
9.09,91.7,0.08,22783.3,18609.4,9173.59
10.95,70.5,0.077,43673.9,27381.2,25636.6
16.27,84,0.066,41727.4,22534.8,26955.6
20.88,73.9,4.914,26079.3,15290.6,13573.4
27.3,56.02,4.909,31504.6,21106.3,26221.3
16.16,58.19,0.079,28696.3,22672.3,15769.1
11.24,61.5,0.087,39511.9,24671.1,23919
23.74,58.37,0.081,45546,25622.9,27659.8
8.29,80.6,0.081,22572.2,13386,14284.3
11.49,73.1,0.077,39141.3,24900.9,25607.7
14.42,68.86,0.084,43509.9,26604.3,25596.1
18.11,42.47,0.089,35380.3,22103.3,16557.1
14.24,48.45,0.081,36765.6,22862,18529.2
24.24,58.43,4.92,35509.4,24968,11314.1
23.87,85.9,4.918,29425.1,19549.4,23148.5
12.45,64.84,0.086,42829.4,26509.4,25613.5
17.64,77.4,0.074,33468.8,20958.5,18123.6
11.48,78.5,0.081,23796.6,14498.5,13349.3
13.95,71.7,0.076,28519.3,18857.1,17870.5
11.96,63.15,0.085,21347.5,17081.3,8816.33
15.09,77.2,0.072,39682,24926.4,24156.1
18.38,91.3,0.093,44378.5,28415.4,19299.2
27.3,45.08,4.909,34591.9,23916.5,23540.1
20.13,78.8,4.918,31598.1,20599.2,14146.1
15.52,60.45,0.084,33016.3,20502.1,15346.5
21.33,76.3,4.914,40944.4,23366.3,19027.4
14.11,79.4,0.082,32042.6,26595.9,13535.7
21.77,54.89,0.089,31683.1,16500.6,18635.6
23.94,76.6,4.916,36994,22872.3,13685.1
20.17,74.5,0.068,31953.8,22012.4,15939.1
9.37,86.4,0.084,24425.9,19489.4,10602.6
15.28,90.3,0.072,35638.8,20632.2,18507.6
16.84,62.55,0.084,28739.2,22792.3,9507.8
16.07,73.1,0.076,36398.5,30215.4,14780.3
33.11,40.68,4.906,41106.3,28993.9,27620.3
19.99,75.3,4.919,38903.6,24115.2,22241.3
18.33,84.2,0.172,30596.1,18993.4,13486.7
28.97,41.41,4.907,42327.4,28564.3,27343.4
21.93,65.56,4.912,29490.4,19478.8,20746.8
24.04,62.12,4.902,49468.2,32236.5,35204
21.54,79.8,4.922,43626.9,24979.2,19121.6
12.13,71.4,0.084,44943.8,27330.1,26469.4
19.81,85,4.914,27570.3,18733.5,9966.74
28.45,70.9,4.917,35772,22025.3,28914.5
19.61,66.48,0.072,38824.6,32455.8,20327.7
13.89,55.69,0.086,33818.7,14961.7,16828.9
13.08,78.1,0.084,38424.3,31032.8,16180.6
19.27,77.7,0.284,35980.9,22015.4,14144.1
25.01,84,4.918,27887.8,21953.2,27516.7
15.31,69.15,0.073,24714.5,14660.1,15023.8
19.59,79.1,0.082,31462.8,18497.8,18067
23.06,68.72,0.067,39824.1,30109.8,26637.8
3.582,79.2,0.087,25470.4,15446.8,14989.9
16.48,73.2,0.071,32986.3,20564.1,15429.4
16.87,48.45,4.918,31917,17675.4,16788.4
15.86,81.7,0.07,27814.2,14729.9,17349.8
22.11,52.69,0.09,33570.6,21656,10988.9
16.41,83.2,0.076,26202.1,14301,17629.1
16.43,63.4,0.077,19514.8,11439,10319
24.3,84.3,4.909,31190.9,22698.6,23028
8.03,88.8,0.085,21241.5,13823.7,13948.9
22.97,56.19,4.906,29992.8,20229.1,21997.7
13.26,58.04,0.082,22466.4,13568.4,13777.7
11.62,79.4,0.087,19827.7,15326,10912.8
18.34,60.8,4.919,43046.8,25690.2,25049
17.41,69.56,0.079,21627.4,16193.9,9415.61
20.2,53.96,4.905,25993.5,17106.7,17707.3
25.16,87.7,4.911,35595.6,25492.7,23948.8
13.73,81.3,0.077,23337.6,13820.8,15127.3
14.24,89.5,0.067,23356.2,11848.5,15674.2
31.85,16.01,4.903,38044.1,26279.6,27632.4
32.69,26.51,4.921,36592.6,23504.8,13243.9
17.38,67.22,4.923,28449.2,23255,12508.9
19.86,62.65,4.926,26178.9,16772.1,14968.8
17.96,76.2,4.919,35995.3,23119.5,17338.3
15.52,44.21,0.091,31823.6,25936.8,10037.9
15.91,72.8,0.081,44780.9,22196.3,25670.3
20.36,87.2,0.072,27108.9,17652,12695.6
15.45,49.35,4.92,32566.2,24664.5,12057.8
11.95,64.83,4.919,21655.4,17724.8,10588.9
17.06,77.4,0.079,42955.1,22512.8,28189.1
16.43,56.76,0.082,32967.5,21592.7,16730.1
20.84,75.7,0.071,25833.7,16905.2,16028.1
23.09,82.6,4.919,46882.8,27980.5,20257.1
20.88,60.23,0.076,37695,22127.6,22870.9
14.07,59.23,0.082,45180.8,29416.4,27527.7
22.56,66.29,4.913,36011.2,25614.4,28469
14.5,88.4,0.071,23176.4,13608.1,11607.3
16.32,54.79,0.088,30692,26953.1,8966.15
17.55,77.9,0.076,33543.2,20093.3,18525.1
12.13,78.1,0.077,22673.8,18329.5,10233.9
13.28,66.66,0.084,22924.1,13707,14385.5
26.44,71.4,4.921,36855,23325.9,22745.1
15.2,30.85,0.088,32646.1,20465.7,18448.2
12.23,81.3,0.084,22745.9,13295.1,15503.2
11.76,65.94,0.09,24510.5,15038.3,10848.5
10.51,85.7,0.071,23259.7,12744.1,13997.7
10.64,87.6,0.08,24179.7,13990.2,14527.7
25.75,56.71,0.071,36174.8,20204.2,17634.5
25.85,86.2,4.922,37845.9,23443.7,17912
10.83,51.79,0.086,30862.4,18995.7,14414.5
19.56,46.06,0.088,39766.2,33433.9,17609.6
29.15,45.39,4.904,42820.5,30911.4,29535.1
25.62,41.18,4.907,30286.2,19978.5,20967.4
15.29,68.96,0.083,43420.6,26282.9,25263.9
11.61,73.7,4.92,22807.1,12358.5,14429
34.37,24.17,4.903,38926.3,27864.8,26031.3
15.64,84.9,0.076,33772.6,21130.8,18356.4
17.32,71,4.917,33344.8,19914.9,16175.4
21.02,46.56,4.92,34952.2,20206.1,18098.7
22.68,71,0.067,34578.9,19568.5,13212.4
26.92,70.8,4.903,29707.8,22082.8,20945.5
23.27,88.5,4.92,28358.9,16760.7,16130.4
14.01,71,0.081,32237.3,26861,9721.01
21.53,57.03,4.92,34352,19396.7,13726
17.95,77.9,0.08,43327.1,23568.6,28544
13.8,72.1,0.073,22869.2,13433.4,15004.9
25.36,49.42,4.904,50555,34692.3,40590.8
21.09,79.2,4.911,26620.9,15410.4,12837.9
24.19,66.74,4.923,33263,17240.3,19719.9
21.49,79.9,4.919,43397.1,23845.3,29225.4
16.14,78,0.076,21809.9,16746.2,9496.28
9.12,68.98,0.081,23138,13273.2,14318.7
18.99,89.6,0.336,24766.7,15994.2,10555.1
24.55,87.5,4.915,38050.5,23732.6,22895.5
25.35,85.2,4.916,32958.9,22211.4,29324.2
12.49,87.2,4.926,20990.8,15274,11196.1
23.88,86.5,4.916,28583.1,19021.5,22371.2
21.7,67.27,0.083,40975.4,33628.6,19573.5
11.89,51.55,0.08,28241,18459.6,12977.3
31.3,36.15,4.92,45977.9,28902.5,35518
21.11,70.5,0.08,41422.8,24815.4,17799.4
35.61,19.04,4.908,37475.2,26971.5,26849.9
9.78,87.6,0.084,22427.2,13269.5,13825.2
18.5,84.1,0.07,24880,19108.3,9374.46
18.91,78.2,4.908,28569.9,18235.7,16311
28.79,72.9,4.903,43842.5,30955.4,30088
28.39,34.21,4.918,35980.9,21689.8,13691
18.41,45.21,0.084,43401.5,25540.9,26304
11.35,71.1,0.086,28751.2,18838.9,12967.2
19.03,48.25,4.92,43587.1,26299.7,24923.1
19.49,65.52,0.077,38997.6,21820.8,24788.7
12.62,53.14,0.079,43437,26637.1,25168.2
21.36,59.72,0.271,30291,18217,15097.2
16.8,64.13,4.915,26203.6,15886.3,11689.2
16.3,51.3,0.089,32316.3,25973.6,10205
6.742,89.8,0.073,22856.9,13980.5,14310.3
21.92,76.8,4.924,42059.5,26333.9,19862.9
13.42,59.68,0.077,39130,33293.6,16272.7
28.13,30.74,4.903,30577.2,22234.8,24791.5
13.24,70.8,4.913,36526.2,30384.8,15610.1
21.02,53.87,0.076,31174.7,16372.3,19077.8
32.67,37.32,4.921,37921.6,25481,31161.8
21.74,78.3,0.077,45024.6,24990.4,27139.9
19.05,89,0.268,26071.2,15957.3,11846.8
27.92,75.7,4.915,33864.7,21129.1,27034.6
27,49.75,4.932,44894.9,26678.2,20062.9
18.58,87.9,4.916,32558.2,20340.6,19711.1
18.01,58.3,4.921,33542.8,19017.1,14411.6
16.26,72.7,0.073,34400.7,22404.9,16107.1
21.78,76.8,0.067,28177,18048.6,14367.5
26.78,53.52,4.917,34617.4,23965.8,25450
19.74,75.4,4.916,20303.5,13439.2,13658.9
20.96,66.5,0.076,36174.8,23291.5,18638.8
21.01,63.04,0.07,28824.6,20938,17812
27.88,32.22,4.918,41527.9,23209.1,23116.8
26.73,66.22,4.919,34923.2,21435.3,13532.2
17.12,55.26,4.925,33969.2,27747.5,14712.3
24.36,82.8,4.924,41965.7,26692.4,32589.8
26.05,45.68,4.909,32435.9,22705.1,24781.3
18.64,88.9,0.106,46880.4,29771,19585.2
13.15,86.3,0.084,36850.6,22862,22854.9
10.52,85.8,0.078,21463.1,17029.8,9346.46
25.27,77.2,4.919,38042.8,24865.8,29300.1
16.6,86.8,0.066,24974.5,14180,15511.3
22.91,62.04,0.083,44045.6,24268.2,26561
27.79,40.31,4.925,37477.8,23194.6,12809.7
25.08,47.66,4.909,36624.9,25641,24502.6
31.34,23.68,4.913,48121.2,30558.2,39434.3
10.07,94.5,0.084,27461.6,21046.9,9651.86
27.25,81.4,4.903,50778.8,35152.3,39501.4
21.63,75.9,4.922,34616.7,22283.4,14128.6
13.83,70.6,4.915,24676.9,19126.9,10750.8
16.46,90.5,4.921,21088.5,13025.4,10802.9
9.75,46.94,0.09,30099.7,16814.6,16938.5
15.09,54.62,0.084,31178.7,26003.1,9703.72
34.84,31.28,0.072,34770.5,23943,24467.9
22.72,70.8,0.067,36047.3,23336.5,13159.9
14.65,67.96,0.081,34854.1,20451.2,21675.5
9.81,76,0.092,22456.7,13871.1,14238.1
20.5,85.7,0.066,44757.6,25353.4,25420.8
15.55,55.99,0.074,28617.7,19878.4,18517.6
19.56,70.7,0.078,39415.4,32333.1,18072.3
21.94,69.59,4.926,46984.8,27396.7,20686.6
19.71,72.6,0.211,26701.4,15736.9,12529.6
24.35,63.51,4.915,40613.4,25294.9,32553.6
14.56,65.01,4.916,31606.8,19834.7,15549.1
17.73,49.6,0.075,35503.7,21197.6,16380
22.24,71.2,4.921,33589.5,21450.6,12640.5
11.19,87.1,0.079,23087.5,18491.6,7070.35
15.63,86,0.071,27814.2,16749.9,14504.7
22.12,74.8,0.068,44973.8,27123.5,28717.3
36.57,20.61,4.931,38412.8,26855.7,30655.7
13.13,83.9,0.071,21299.7,13225.6,12971.6
22.67,45.68,0.084,33245.6,20056.6,17704.7
13.04,73,0.083,38819.8,33823.9,15788.7
24.4,82.6,0.055,42176.2,27300,32782.6
13,73.1,4.916,43352.5,26199.4,25587.1
13.2,78,0.084,38187.3,23343.5,24011.6
12.99,45.16,0.077,29371.9,24110.5,9467.47
15.55,59.05,0.086,35893.5,29854.6,14359.7
20.61,87.5,0.068,29664.6,19437,18437.9
13.39,53.49,4.922,34218.3,21268.1,16764.8
28.49,69.72,4.907,48618.7,31982.3,46748.8
23.13,49.22,4.908,25151.4,16500,18671.8
18.96,83.1,0.067,45135.7,26210.5,25733.4
23.13,66.62,0.286,43123.5,25615.4,23251.8
17.29,74.5,0.069,36793.8,29376.4,16684.3
16.56,85.3,4.916,25167.7,15484.8,14843.1
13.49,59.68,0.086,26292.2,13553.8,17384.2
20.75,55.3,4.927,40452.3,32803.3,17886.9
14.78,58.06,0.079,36538.4,31371.6,15316.2
16.22,65.14,0.084,21250.2,15420.7,9236.97
13.58,80.6,0.073,41190.1,28573.2,25234.8
7,87.6,0.087,23228.4,14677.2,14249.6
20.19,56.19,4.927,22555.8,11256.5,11902.4
12.07,51.25,4.913,29140.3,19550.2,13486.3
13.9,43.12,0.082,35601.5,29666.8,13414.6
14.79,85.7,0.08,21365.9,11694.5,14818.9
10.9,54.01,0.076,22205.3,18841.4,7185.59
20.71,67.98,0.07,33602.1,26940.2,11228.2
36.27,22.31,0.08,39076.1,27079.7,30083.3
9.87,87.4,4.926,18701.5,12138.8,7720.48
19.79,84.4,4.916,27137,18370.5,9843.19
15.78,91.3,0.066,22389,15639.1,16320
15.47,82.4,0.073,42037.5,21988.6,27520
18.77,59.35,0.08,37001.3,22483.2,21840.7
22.84,72.8,0.069,36658,21296.9,22083
25.94,66.56,0.258,36656.3,23594.6,16285.7
21.9,67.12,0.293,35133.5,21038.7,17127
17.89,61.78,4.923,39956.9,33787.2,17014
20.05,84.2,4.916,35229,20657,16120.9
10.92,83.9,0.071,25147.9,14743.9,14649.7
19.27,56.4,4.916,43457.4,25569.5,25072.3
20.09,87.1,0.066,40065.7,23257.8,25137.2
19.44,60.14,0.076,35824.8,21589,19444.4
34.31,21.65,0.078,32130.1,18326.9,17110.9
20.04,68.05,0.073,36252.3,28703.3,20125.3
26.01,37.21,0.084,32476.6,19061,17523.9
25.54,52.42,0.295,39472.6,24504,15238.4
16.01,87,0.065,39390,28954,28881.5
17.88,45.83,0.076,31251.1,21534.1,15259.4
8.48,85.7,0.082,26466.8,17595.1,12861.7
15.94,79.9,0.067,34535.2,19374.7,19677.1
24.09,86,4.918,32321.1,21508.9,26215.2
24.55,71.9,0.261,45411,27696,23463.6
15.56,61.38,4.918,32341.8,18629.3,16676.1
10.38,90.1,0.071,23546.4,13141.6,14350.8
22.81,72.4,0.059,22599.9,14775.9,14598.8
8.96,69.71,0.082,21536.1,17353.8,9571.19
29.09,35.11,0.317,35668.7,23074.4,14361.8
19,83,0.067,21378.5,16843.4,9877.59
22.12,57.02,4.907,22593.5,14384.8,17768
23.97,86.2,4.919,23984.1,15379.7,15984.6
5.375,85.6,4.916,28051.7,21949.1,8286.19
21.42,88.2,4.91,25888.1,16652.8,9866.72
17.21,52.05,4.917,32008.1,19779.9,16435.7
19.78,82.2,0.083,47006.4,29278,19812.8
25.8,90.5,4.909,30711.5,21098.2,20674.6
15.53,83.5,0.071,29420,20441.5,17553.5
18.32,84.5,4.915,24676.7,14593.2,14289.2
16.03,77.6,0.072,37968.6,23248.6,22270.8
13.77,83.7,0.081,26152.5,14172.7,18106.2
11.99,54.78,0.088,25489.2,22143,11583.6
22.38,75.9,4.908,24887.5,15871.2,15456.3
15.83,59.25,4.921,32629.8,18391.5,16554.2
13.19,70.3,4.912,27964.1,17208.5,17175.8
6.61,56.19,0.091,18128.1,10617.6,10599.6
